order_line_id,order_id,product_id,quantity,unit_price,discount_rate,source_row
L001205,O00489,P008,4,188.00,0.00,1206
L001206,O00489,P018,1,269.00,0.10,1207
L001207,O00489,P013,2,271.00,0.20,1208
L001208,O00489,P022,1,134.00,0.00,1209
L001209,O00490,P005,4,65.00,0.10,1210
L001210,O00490,P009,2,93.00,0.1,1211
L001211,O00490,P013,4,271.00,0.05,1212
L001212,O00490,P009,3,93.00,0.00,1213
L001213,O00491,P018,1,269.00,0.20,1214
L001214,O00491,P009,3,93.00,0.10,1215
L001215,O00492,P008,1,188.00,0.00,1216
L001216,O00492,P020,4,189.00,0.10,1217
L001217,O00492,P013,3,271.00,0.20,1218
L001218,O00492,P022,5,134.00,0.00,1219
L001219,O00493,P001,4,122.00,0.20,1220
L001220,O00494,P020,3,189.00,0.05,1221
L001221,O00494,P017,5,300.00,0.10,1222
L001222,O00494,P008,3,188.00,0.00,1223
L001223,O00495,P007,1,35.00,0.20,1224
L001224,O00496,P019,3,78.00,0.10,1225
L001225,O00496,P014,3,294.00,0.05,1226
L001226,O00496,P021,2,249.00,0.10,1227
L001227,O00497,P015,2,254.00,0.10,1228
L001228,O00497,P009,3,93.00,0.05,1229
L001229,O00497,P008,5,188.00,0.05,1230
L001230,O00497,P015,3,254.00,0.10,1231
L001231,O00498,P002,4,284.00,0.10,1232
L001232,O00499,P022,4,134.00,0.20,1233
L001233,O00499,P016,4,231.00,0.20,1234
L001234,O00500,P007,4,35.00,0.00,1235
L001235,O00500,P006,4,196.00,0.20,1236
L001236,O00501,P024,3,81.00,0.10,1237
L001237,O00501,P018,1,269.00,0.20,1238
L001238,O00501,P007,5,35.00,0.05,1239
L001239,O00501,P008,5,188.00,0.20,1240
L001240,O00502,P017,4,300.00,0.05,1241
L001241,O00502,P003,3,199.00,0.2,1242
L001242,O00502,P009,2,93.00,0.05,1243
L001243,O00503,P016,4,231.00,0.20,1244
L001244,O00504,P009,5,93.00,0.10,1245
L001245,O00504,P016,1,231.00,0.05,1246
L001246,O00504,P010,2,211.00,0.20,1247
L001247,O00504,P010,5,211.00,0.20,1248
L001248,O00505,P002,4,284.00,0.05,1249
L001249,O00506,P002,1,284.00,0.00,1250
L001250,O00507,P004,1,123.00,0.10,1251
L001251,O00507,P004,1,123.00,0.10,1252
L001252,O00507,P022,4,134.00,0.05,1253
L001253,O00507,P001,5,122.00,0.10,1254
L001254,O00508,P022,5,134.00,0.10,1255
L001255,O00508,P016,2,231.00,0.05,1256
L001256,O00509,P012,2,134.00,0.10,1257
L001257,O00510,P006,4,196.00,0.05,1258
L001258,O00510,P008,2,188.00,0.10,1259
L001259,O00511,P012,1,134.00,0.05,1260
L001260,O00511,P020,5,189.00,0.00,1261
L001261,O00511,P019,3,78.00,0.20,1262
L001262,O00511,P020,1,189.00,0.05,1263
L001263,O00512,P004,4,123.00,0.05,1264
L001264,O00512,P023,1,68.00,0.00,1265
L001265,O00513,P003,3,199.00,0.05,1266
L001266,O00513,P002,5,284.00,0.10,1267
L001267,O00513,P018,3,269.00,0.05,1268
L001268,O00513,P021,3,249.00,0.05,1269
L001269,O00514,P021,1,249.00,0.10,1270
L001270,O00514,P021,2,249.00,0.10,1271
L001271,O00515,P019,3,78.00,0.10,1272
L001272,O00515,P014,3,294.00,0.2,1273
L001273,O00515,P010,5,211.00,0.05,1274
L001274,O00515,P020,4,189.00,0.00,1275
L001275,O00516,P024,4,81.00,0.20,1276
L001276,O00516,P011,4,80.00,0.10,1277
L001277,O00517,P022,3,134.00,0.05,1278
L001278,O00518,P015,3,254.00,0.00,1279
L001279,O00519,P001,3,122.00,0.20,1280
L001280,O00519,P013,2,271.00,0.20,1281
L001281,O00520,P024,1,81.00,0.00,1282
L001282,O00520,P020,2,189.00,0.20,1283
L001283,O00520,P014,1,294.00,0.20,1284
L001284,O00520,P014,4,294.00,0.05,1285
L001285,O00521,P022,5,134.00,0.10,1286
L001286,O00521,P005,1,65.00,0.20,1287
L001287,O00521,P013,2,271.00,0.00,1288
L001288,O00522,P022,1,134.00,0.05,1289
L001289,O00522,P013,1,271.00,0.00,1290
L001290,O00523,P014,1,294.00,0.00,1291
L001291,O00523,P007,3,35.00,0.05,1292
L001292,O00524,P004,2,123.00,0.05,1293
L001293,O00525,P024,1,81.00,0.10,1294
L001294,O00525,P003,3,199.00,0.10,1295
L001295,O00525,P012,5,134.00,0.10,1296
L001296,O00526,P013,5,271.00,0.00,1297
L001297,O00526,P005,3,65.00,0.20,1298
L001298,O00526,P020,1,189.00,0.00,1299
L001299,O00527,P001,4,122.00,0.10,1300
L001300,O00527,P013,3,271.00,0.10,1301
L001301,O00528,P019,4,78.00,0.00,1302
L001302,O00529,P011,2,80.00,0.00,1303
L001303,O00529,P019,3,78.00,0.1,1304
L001304,O00529,P022,1,134.00,0.00,1305
L001305,O00529,P020,3,189.00,0.05,1306
L001306,O00530,P017,4,300.00,0.00,1307
L001307,O00530,P022,1,134.00,0.05,1308
L001308,O00531,P024,4,81.00,0.00,1309
L001309,O00531,P001,3,122.00,0.10,1310
L001310,O00531,P004,1,123.00,0.05,1311
L001311,O00532,P015,4,254.00,0.20,1312
L001312,O00532,P002,5,284.00,0.20,1313
L001313,O00532,P024,2,81.00,0.00,1314
L001314,O00532,P003,4,199.00,0.10,1315
L001315,O00533,P007,3,35.00,0.10,1316
L001316,O00533,P001,5,122.00,0.10,1317
L001317,O00534,P002,1,284.00,0.10,1318
L001318,O00534,P002,2,284.00,0.00,1319
L001319,O00534,P015,4,254.00,0.10,1320
L001320,O00535,P023,4,68.00,0.05,1321
L001321,O00535,P003,4,199.00,0.10,1322
L001322,O00535,P023,1,68.00,0.10,1323
L001323,O00536,P013,2,271.00,0.20,1324
L001324,O00537,P018,3,269.00,0.10,1325
L001325,O00538,P016,1,231.00,0.05,1326
L001326,O00539,P022,1,134.00,0.00,1327
L001327,O00540,P003,4,199.00,0.05,1328
L001328,O00541,P011,5,80.00,0.20,1329
L001329,O00541,P016,1,231.00,0.00,1330
L001330,O00541,P019,5,78.00,0.00,1331
L001331,O00542,P008,1,188.00,0.00,1332
L001332,O00542,P004,5,123.00,0.20,1333
L001333,O00543,P009,3,93.00,0.05,1334
L001334,O00543,P010,4,211.00,0.1,1335
L001335,O00543,P019,2,78.00,0.10,1336
L001336,O00544,P004,2,123.00,0.10,1337
L001337,O00544,P014,5,294.00,0.20,1338
L001338,O00544,P016,4,231.00,0.00,1339
L001339,O00544,P001,1,122.00,0.00,1340
L001340,O00545,P008,3,188.00,0.00,1341
L001341,O00546,P012,4,134.00,0.00,1342
L001342,O00546,P019,4,78.00,0.05,1343
L001343,O00546,P022,1,134.00,0.05,1344
L001344,O00547,P020,4,189.00,0.20,1345
L001345,O00547,P001,1,122.00,0.05,1346
L001346,O00548,P019,3,78.00,0.05,1347
L001347,O00549,P016,4,231.00,0.05,1348
L001348,O00549,P017,3,300.00,0.20,1349
L001349,O00550,P013,3,271.00,0.10,1350
L001350,O00550,P020,1,189.00,0.10,1351
L001351,O00550,P003,1,199.00,0.20,1352
L001352,O00550,P023,2,68.00,0.05,1353
L001353,O00551,P007,4,35.00,0.05,1354
L001354,O00551,P014,2,294.00,0.20,1355
L001355,O00551,P020,1,189.00,0.05,1356
L001356,O00551,P020,1,189.00,0.10,1357
L001357,O00552,P014,3,294.00,0.20,1358
L001358,O00552,P015,1,254.00,0.00,1359
L001359,O00552,P016,1,231.00,0.10,1360
L001360,O00552,P011,5,80.00,0.00,1361
L001361,O00553,P012,2,134.00,0.20,1362
L001362,O00553,P011,1,80.00,0.10,1363
L001363,O00553,P005,4,65.00,0.05,1364
L001364,O00554,P013,1,271.00,0.00,1365
L001365,O00554,P008,2,188.00,0.05,1366
L001366,O00554,P005,5,65.00,0.20,1367
L001367,O00555,P017,5,300.00,0.00,1368
L001368,O00555,P012,3,134.00,0.05,1369
L001369,O00555,P002,4,284.00,0.10,1370
L001370,O00555,P004,1,123.00,0.05,1371
L001371,O00556,P004,3,123.00,0.00,1372
L001372,O00556,P015,1,254.00,0.00,1373
L001373,O00557,P015,4,254.00,0.10,1374
L001374,O00558,P002,1,284.00,0.10,1375
L001375,O00559,P022,3,134.00,0.00,1376
L001376,O00559,P003,5,199.00,0.05,1377
L001377,O00559,P002,5,284.00,0.00,1378
L001378,O00560,P002,3,284.00,0.20,1379
L001379,O00560,P003,2,199.00,0.20,1380
L001380,O00561,P005,4,65.00,0.05,1381
L001381,O00561,P021,2,249.00,0.00,1382
L001382,O00562,P020,3,189.00,0.10,1383
L001383,O00562,P010,5,211.00,0.05,1384
L001384,O00563,P016,5,231.00,0.10,1385
L001385,O00563,P022,4,134.00,0.20,1386
L001386,O00563,P011,5,80.00,0.10,1387
L001387,O00563,P003,4,199.00,0.20,1388
L001388,O00564,P004,1,123.00,0.20,1389
L001389,O00565,P007,3,35.00,0.20,1390
L001390,O00565,P003,1,199.00,0.10,1391
L001391,O00565,P020,3,189.00,0.00,1392
L001392,O00565,P022,1,134.00,0.05,1393
L001393,O00566,P018,4,269.00,0.20,1394
L001394,O00566,P015,1,254.00,0.00,1395
L001395,O00567,P007,2,35.00,0.20,1396
L001396,O00568,P002,4,284.00,0.05,1397
L001397,O00568,P023,5,68.00,0.10,1398
L001398,O00569,P011,4,80.00,0.05,1399
L001399,O00569,P009,1,93.00,0.20,1400
L001400,O00569,P011,1,80.00,0.00,1401
L001401,O00569,P004,1,123.00,0.05,1402
L001402,O00570,P004,4,123.00,0.10,1403
L001403,O00570,P020,5,189.00,0.10,1404
L001404,O00570,P004,2,123.00,0.20,1405
L001405,O00571,P012,1,134.00,0.05,1406
L001406,O00571,P017,1,300.00,0.10,1407
L001407,O00572,P024,2,81.00,0.05,1408
L001408,O00572,P006,1,196.00,0.00,1409
L001409,O00572,P013,2,271.00,0.00,1410
L001410,O00573,P004,2,123.00,0.20,1411
L001411,O00573,P020,4,189.00,0.00,1412
L001412,O00573,P007,2,35.00,0.20,1413
L001413,O00574,P024,4,81.00,0.00,1414
L001414,O00574,P024,2,81.00,0.20,1415
L001415,O00575,P007,5,35.00,0.20,1416
L001416,O00576,P005,3,65.00,0.10,1417
L001417,O00576,P013,1,271.00,0.00,1418
L001418,O00577,P011,1,80.00,0.10,1419
L001419,O00577,P002,3,284.00,0.10,1420
L001420,O00578,P020,5,189.00,0.10,1421
L001421,O00578,P019,2,78.00,0.10,1422
L001422,O00578,P019,4,78.00,0.20,1423
L001423,O00579,P024,4,81.00,0.00,1424
L001424,O00579,P014,1,294.00,0.00,1425
L001425,O00579,P004,3,123.00,0.20,1426
L001426,O00579,P015,4,254.00,0.05,1427
L001427,O00580,P007,3,35.00,0.1,1428
L001428,O00580,P009,5,93.00,0.00,1429
L001429,O00581,P002,1,284.00,0.20,1430
L001430,O00581,P004,5,123.00,0.00,1431
L001431,O00582,P003,5,199.00,0.20,1432
L001432,O00582,P018,5,269.00,0.00,1433
L001433,O00582,P003,3,199.00,0.10,1434
L001434,O00582,P023,3,68.00,0.10,1435
L001435,O00583,P022,1,134.00,0.05,1436
L001436,O00584,P024,3,81.00,0.00,1437
L001437,O00584,P005,1,65.00,0.00,1438
L001438,O00585,P009,5,93.00,0.10,1439
L001439,O00586,P004,5,123.00,0.10,1440
L001440,O00586,P011,2,80.00,0.20,1441
L001441,O00586,P013,5,271.00,0.20,1442
L001442,O00587,P013,4,271.00,0.00,1443
L001443,O00587,P012,4,134.00,0.10,1444
L001444,O00587,P021,1,249.00,0.10,1445
L001445,O00588,P019,4,78.00,0.20,1446
L001446,O00589,P017,2,300.00,0.20,1447
L001447,O00590,P013,2,271.00,0.00,1448
L001448,O00590,P004,4,123.00,0.05,1449
L001449,O00590,P005,4,65.00,0.00,1450
L001450,O00590,P008,4,188.00,0.00,1451
L001451,O00591,P008,3,188.00,0.05,1452
L001452,O00591,P001,4,122.00,0.00,1453
L001453,O00592,P007,5,35.00,0.05,1454
L001454,O00593,P015,1,254.00,0.10,1455
L001455,O00593,P013,5,271.00,0.05,1456
L001456,O00594,P023,4,68.00,0.20,1457
L001457,O00595,P001,2,122.00,0.05,1458
L001458,O00595,P001,2,122.00,0.05,1459
L001459,O00595,P004,5,123.00,0.10,1460
L001460,O00595,P011,1,80.00,0.05,1461
L001461,O00596,P016,3,231.00,0.05,1462
L001462,O00596,P018,4,269.00,0.20,1463
L001463,O00597,P017,3,300.00,0.20,1464
L001464,O00597,P006,5,196.00,0.05,1465
L001465,O00597,P019,2,78.00,0.10,1466
L001466,O00597,P013,1,271.00,0.05,1467
L001467,O00598,P009,4,93.00,0.00,1468
L001468,O00598,P017,2,300.00,0.20,1469
L001469,O00598,P010,2,211.00,0.20,1470
L001470,O00598,P003,4,199.00,0.05,1471
L001471,O00599,P010,5,211.00,0.05,1472
L001472,O00599,P007,5,35.00,0.10,1473
L001473,O00599,P015,4,254.00,0.00,1474
L001474,O00600,P023,4,68.00,0.05,1475
L001475,O00600,P011,5,80.00,0.20,1476
L001476,O00600,P016,3,231.00,0.00,1477
L001477,O00600,P010,3,211.00,0.20,1478
L001478,O00601,P006,1,196.00,0.00,1479
L001479,O00601,P017,3,300.00,0.05,1480
L001480,O00601,P024,1,81.00,0.05,1481
L001481,O00601,P008,3,188.00,0.00,1482
L001482,O00602,P006,2,196.00,0.20,1483
L001483,O00602,P002,4,284.00,0.20,1484
L001484,O00602,P017,5,300.00,0.00,1485
L001485,O00603,P009,4,93.00,0.05,1486
L001486,O00603,P004,5,123.00,0.10,1487
L001487,O00603,P008,3,188.00,0.20,1488
L001488,O00604,P003,5,199.00,0.10,1489
L001489,O00604,P015,2,254.00,0.1,1490
L001490,O00604,P003,5,199.00,0.20,1491
L001491,O00605,P022,4,134.00,0.20,1492
L001492,O00606,P015,5,254.00,0.10,1493
L001493,O00606,P022,1,134.00,0.00,1494
L001494,O00606,P020,4,189.00,0.20,1495
L001495,O00606,P005,4,65.00,0.05,1496
L001496,O00607,P018,5,269.00,0.05,1497
L001497,O00607,P015,5,254.00,0.10,1498
L001498,O00608,P010,4,211.00,0.20,1499
L001499,O00608,P013,4,271.00,0.20,1500
L001500,O00608,P002,5,284.00,0.20,1501
L001501,O00609,P013,4,271.00,0.10,1502
L001502,O00609,P006,2,196.00,0.00,1503
L001503,O00610,P017,3,300.00,0.05,1504
L001504,O00610,P014,3,294.00,0.20,1505
L001505,O00610,P012,1,134.00,0.10,1506
L001506,O00610,P017,4,300.00,0.05,1507
L001507,O00611,P015,1,254.00,0.20,1508
L001508,O00612,P002,4,284.00,0.05,1509
L001509,O00612,P008,5,188.00,0.20,1510
L001510,O00612,P009,5,93.00,0.10,1511
L001511,O00612,P001,4,122.00,0.00,1512
L001512,O00613,P008,4,188.00,0.20,1513
L001513,O00613,P007,5,35.00,0.10,1514
L001514,O00614,P003,1,199.00,0.10,1515
L001515,O00615,P008,1,188.00,0.00,1516
L001516,O00615,P001,3,122.00,0.00,1517
L001517,O00615,P016,5,231.00,0.05,1518
L001518,O00616,P005,5,65.00,0.00,1519
L001519,O00616,P014,5,294.00,0.10,1520
L001520,O00616,P015,4,254.00,0.2,1521
L001521,O00617,P006,3,196.00,0.00,1522
L001522,O00618,P001,4,122.00,0.00,1523
L001523,O00619,P024,2,81.00,0.20,1524
L001524,O00619,P016,3,231.00,0.00,1525
L001525,O00619,P006,2,196.00,0.00,1526
L001526,O00620,P006,4,196.00,0.10,1527
L001527,O00621,P009,3,93.00,0.10,1528
L001528,O00621,P001,2,122.00,0.20,1529
L001529,O00621,P020,1,189.00,0.00,1530
L001530,O00622,P020,3,189.00,0.00,1531
L001531,O00622,P020,1,189.00,0.10,1532
L001532,O00622,P014,2,294.00,0.00,1533
L001533,O00623,P001,1,122.00,0.20,1534
L001534,O00624,P008,3,188.00,0.20,1535
L001535,O00624,P003,3,199.00,0.20,1536
L001536,O00624,P003,2,199.00,0.10,1537
L001537,O00624,P004,4,123.00,0.05,1538
L001538,O00625,P013,3,271.00,0.05,1539
L001539,O00625,P009,5,93.00,0.10,1540
L001540,O00625,P007,1,35.00,0.10,1541
L001541,O00625,P005,5,65.00,0.20,1542
L001542,O00626,P022,3,134.00,0.05,1543
L001543,O00626,P003,4,199.00,0.05,1544
L001544,O00626,P003,5,199.00,0.00,1545
L001545,O00626,P014,1,294.00,0.00,1546
L001546,O00627,P005,4,65.00,0.05,1547
L001547,O00627,P014,4,294.00,0.10,1548
L001548,O00628,P003,4,199.00,0.05,1549
L001549,O00628,P023,5,68.00,0.20,1550
L001550,O00628,P014,5,294.00,0.00,1551
L001551,O00628,P013,3,271.00,0.1,1552
L001552,O00629,P015,1,254.00,0.00,1553
L001553,O00629,P018,4,269.00,0.00,1554
L001554,O00629,P012,5,134.00,0.10,1555
L001555,O00630,P001,2,122.00,0.05,1556
L001556,O00630,P019,3,78.00,0.05,1557
L001557,O00630,P001,2,122.00,0.00,1558
L001558,O00630,P017,3,300.00,0.05,1559
L001559,O00631,P014,2,294.00,0.05,1560
L001560,O00631,P012,2,134.00,0.00,1561
L001561,O00631,P011,1,80.00,0.10,1562
L001562,O00631,P014,1,294.00,0.10,1563
L001563,O00632,P018,2,269.00,0.10,1564
L001564,O00632,P011,2,80.00,0.00,1565
L001565,O00632,P012,2,134.00,0.20,1566
L001566,O00632,P019,3,78.00,0.05,1567
L001567,O00633,P011,4,80.00,0.05,1568
L001568,O00633,P024,1,81.00,0.20,1569
L001569,O00633,P014,3,294.00,0.05,1570
L001570,O00634,P006,1,196.00,0.20,1571
L001571,O00635,P015,2,254.00,0.05,1572
L001572,O00635,P013,2,271.00,0.10,1573
L001573,O00635,P009,5,93.00,0.00,1574
L001574,O00635,P009,4,93.00,0.05,1575
L001575,O00636,P017,1,300.00,0.05,1576
L001576,O00637,P002,3,284.00,0.20,1577
L001577,O00637,P023,4,68.00,0.00,1578
L001578,O00637,P005,5,65.00,0.00,1579
L001579,O00637,P016,4,231.00,0.05,1580
L001580,O00638,P017,5,300.00,0.00,1581
L001581,O00638,P024,4,81.00,0.20,1582
L001582,O00638,P019,3,78.00,0.05,1583
L001583,O00639,P014,4,294.00,0.10,1584
L001584,O00640,P021,1,249.00,0.05,1585
L001585,O00640,P012,1,134.00,0.00,1586
L001586,O00641,P012,4,134.00,0.00,1587
L001587,O00641,P019,1,78.00,0.00,1588
L001588,O00641,P023,2,68.00,0.20,1589
L001589,O00641,P019,1,78.00,0.10,1590
L001590,O00642,P005,5,65.00,0.10,1591
L001591,O00642,P003,5,199.00,0.00,1592
L001592,O00642,P023,2,68.00,0.05,1593
L001593,O00642,P010,5,211.00,0.20,1594
L001594,O00643,P004,4,123.00,0.00,1595
L001595,O00643,P003,5,199.00,0.20,1596
L001596,O00643,P019,4,78.00,0.10,1597
L001597,O00644,P005,5,65.00,0.00,1598
L001598,O00644,P020,4,189.00,0.20,1599
L001599,O00644,P015,2,254.00,0.10,1600
L001600,O00645,P006,2,196.00,0.20,1601
L001601,O00645,P002,4,284.00,0.10,1602
L001602,O00645,P015,5,254.00,0.05,1603
L001603,O00646,P007,5,35.00,0.05,1604
L001604,O00647,P007,4,35.00,0.05,1605
L001605,O00647,P015,5,254.00,0.20,1606
L001606,O00647,P005,3,65.00,0.05,1607
L001607,O00648,P004,1,123.00,0.10,1608
L001608,O00648,P012,5,134.00,0.20,1609
L001609,O00649,P004,3,123.00,0.20,1610
L001610,O00649,P014,4,294.00,0.20,1611
L001611,O00649,P002,2,284.00,0.05,1612
L001612,O00650,P002,2,284.00,0.05,1613
L001613,O00650,P012,3,134.00,0.2,1614
L001614,O00651,P003,5,199.00,0.00,1615
L001615,O00652,P010,3,211.00,0.05,1616
L001616,O00653,P017,2,300.00,0.10,1617
L001617,O00653,P010,3,211.00,0.00,1618
L001618,O00654,P023,5,68.00,0.05,1619
L001619,O00654,P016,5,231.00,0.10,1620
L001620,O00654,P020,3,189.00,0.20,1621
L001621,O00655,P020,3,189.00,0.05,1622
L001622,O00655,P001,2,122.00,0.00,1623
L001623,O00656,P012,4,134.00,0.05,1624
L001624,O00657,P004,2,123.00,0.05,1625
L001625,O00658,P009,1,93.00,0.10,1626
L001626,O00658,P002,4,284.00,0.10,1627
L001627,O00658,P002,5,284.00,0.20,1628
L001628,O00658,P011,5,80.00,0.00,1629
L001629,O00659,P006,4,196.00,0.00,1630
L001630,O00659,P015,3,254.00,0.00,1631
L001631,O00660,P004,1,123.00,0.10,1632
L001632,O00661,P017,4,300.00,0.10,1633
L001633,O00661,P015,4,254.00,0.00,1634
L001634,O00661,P008,2,188.00,0.00,1635
L001635,O00662,P006,4,196.00,0.20,1636
L001636,O00662,P011,4,80.00,0.00,1637
L001637,O00663,P004,3,123.00,0.20,1638
L001638,O00663,P008,1,188.00,0.20,1639
L001639,O00663,P019,5,78.00,0.00,1640
L001640,O00664,P003,4,199.00,0.10,1641
L001641,O00665,P003,4,199.00,0.05,1642
L001642,O00665,P013,2,271.00,0.20,1643
L001643,O00665,P015,3,254.00,0.00,1644
L001644,O00666,P002,1,284.00,0.2,1645
L001645,O00666,P015,2,254.00,0.10,1646
L001646,O00667,P021,3,249.00,0.10,1647
L001647,O00667,P001,4,122.00,0.05,1648
L001648,O00667,P010,5,211.00,0.05,1649
L001649,O00667,P007,5,35.00,0.20,1650
L001650,O00668,P015,2,254.00,0.10,1651
L001651,O00669,P018,5,269.00,0.05,1652
L001652,O00669,P014,4,294.00,0.05,1653
L001653,O00670,P010,5,211.00,0.20,1654
L001654,O00670,P017,3,300.00,0.05,1655
L001655,O00671,P016,4,231.00,0.20,1656
L001656,O00671,P015,5,254.00,0.10,1657
L001657,O00671,P022,5,134.00,0.00,1658
L001658,O00671,P017,3,300.00,0.05,1659
L001659,O00672,P023,5,68.00,0.20,1660
L001660,O00672,P015,4,254.00,0.20,1661
L001661,O00672,P006,4,196.00,0.05,1662
L001662,O00673,P005,3,65.00,0.05,1663
L001663,O00673,P018,2,269.00,0.00,1664
L001664,O00674,P023,5,68.00,0.10,1665
L001665,O00675,P022,3,134.00,0.00,1666
L001666,O00675,P004,1,123.00,0.10,1667
L001667,O00676,P019,1,78.00,0.00,1668
L001668,O00676,P018,3,269.00,0.00,1669
L001669,O00676,P017,3,300.00,0.10,1670
L001670,O00677,P020,4,189.00,0.00,1671
L001671,O00677,P006,2,196.00,0.00,1672
L001672,O00678,P017,4,300.00,0.00,1673
L001673,O00678,P006,5,196.00,0.10,1674
L001674,O00679,P002,3,284.00,0.20,1675
L001675,O00679,P005,4,65.00,0.1,1676
L001676,O00680,P011,4,80.00,0.00,1677
L001677,O00681,P021,4,249.00,0.20,1678
L001678,O00681,P006,4,196.00,0.20,1679
L001679,O00681,P005,1,65.00,0.20,1680
L001680,O00681,P017,5,300.00,0.05,1681
L001681,O00682,P013,2,271.00,0.00,1682
L001682,O00682,P004,3,123.00,0.20,1683
L001683,O00682,P010,2,211.00,0.00,1684
L001684,O00683,P002,2,284.00,0.20,1685
L001685,O00684,P005,4,65.00,0.00,1686
L001686,O00684,P005,5,65.00,0.05,1687
L001687,O00684,P019,4,78.00,0.10,1688
L001688,O00684,P021,5,249.00,0.20,1689
L001689,O00685,P009,2,93.00,0.20,1690
L001690,O00685,P022,3,134.00,0.00,1691
L001691,O00686,P007,4,35.00,0.20,1692
L001692,O00686,P016,3,231.00,0.00,1693
L001693,O00686,P013,2,271.00,0.10,1694
L001694,O00687,P008,1,188.00,0.00,1695
L001695,O00687,P002,2,284.00,0.05,1696
L001696,O00687,P007,2,35.00,0.05,1697
L001697,O00687,P012,2,134.00,0.20,1698
L001698,O00688,P012,3,134.00,0.20,1699
L001699,O00688,P014,3,294.00,0.00,1700
L001700,O00688,P021,1,249.00,0.00,1701
L001701,O00689,P014,3,294.00,0.05,1702
L001702,O00690,P016,4,231.00,0.05,1703
L001703,O00690,P010,5,211.00,0.20,1704
L001704,O00690,P001,4,122.00,0.20,1705
L001705,O00691,P004,1,123.00,0.00,1706
L001706,O00691,P006,2,196.00,0,1707
L001707,O00691,P017,1,300.00,0.20,1708
L001708,O00692,P016,4,231.00,0.05,1709
L001709,O00692,P003,5,199.00,0.10,1710
L001710,O00693,P015,3,254.00,0.05,1711
L001711,O00693,P001,4,122.00,0.20,1712
L001712,O00694,P002,1,284.00,0.00,1713
L001713,O00694,P012,5,134.00,0.10,1714
L001714,O00695,P019,2,78.00,0.10,1715
L001715,O00696,P005,2,65.00,0.10,1716
L001716,O00697,P003,1,199.00,0.00,1717
L001717,O00697,P024,3,81.00,0.05,1718
L001718,O00697,P011,5,80.00,0.20,1719
L001719,O00698,P021,4,249.00,0.10,1720
L001720,O00698,P010,5,211.00,0.05,1721
L001721,O00698,P013,1,271.00,0.20,1722
L001722,O00698,P013,4,271.00,0.00,1723
L001723,O00699,P016,5,231.00,0.00,1724
L001724,O00699,P001,5,122.00,0.10,1725
L001725,O00700,P002,1,284.00,0.20,1726
L001726,O00701,P001,5,122.00,0.00,1727
L001727,O00701,P002,2,284.00,0.20,1728
L001728,O00702,P001,5,122.00,0.20,1729
L001729,O00702,P006,1,196.00,0.20,1730
L001730,O00703,P004,2,123.00,0.10,1731
L001731,O00703,P003,1,199.00,0.05,1732
L001732,O00704,P008,4,188.00,0.10,1733
L001733,O00704,P014,2,294.00,0.20,1734
L001734,O00705,P011,2,80.00,0.10,1735
L001735,O00705,P022,5,134.00,0.00,1736
L001736,O00706,P008,3,188.00,0.20,1737
L001737,O00706,P002,4,284.00,0.1,1738
L001738,O00707,P001,3,122.00,0.00,1739
L001739,O00707,P013,4,271.00,0.10,1740
L001740,O00707,P005,2,65.00,0.00,1741
L001741,O00708,P004,4,123.00,0.00,1742
L001742,O00709,P019,2,78.00,0.20,1743
L001743,O00709,P015,5,254.00,0.20,1744
L001744,O00709,P005,3,65.00,0.20,1745
L001745,O00710,P019,2,78.00,0.00,1746
L001746,O00710,P017,4,300.00,0.00,1747
L001747,O00710,P010,5,211.00,0.05,1748
L001748,O00711,P006,3,196.00,0.10,1749
L001749,O00712,P008,3,188.00,0.10,1750
L001750,O00712,P004,2,123.00,0.00,1751
L001751,O00712,P014,3,294.00,0.05,1752
L001752,O00712,P003,3,199.00,0.10,1753
L001753,O00713,P019,3,78.00,0.20,1754
L001754,O00714,P014,1,294.00,0.20,1755
L001755,O00714,P019,2,78.00,0.00,1756
L001756,O00714,P010,3,211.00,0.20,1757
L001757,O00714,P010,3,211.00,0.20,1758
L001758,O00715,P008,3,188.00,0.20,1759
L001759,O00715,P019,1,78.00,0.10,1760
L001760,O00716,P016,5,231.00,0.20,1761
L001761,O00716,P024,4,81.00,0.20,1762
L001762,O00717,P008,3,188.00,0.10,1763
L001763,O00717,P017,1,300.00,0.00,1764
L001764,O00717,P003,1,199.00,0.20,1765
L001765,O00718,P007,5,35.00,0.05,1766
L001766,O00718,P024,5,81.00,0.05,1767
L001767,O00718,P007,1,35.00,0.05,1768
L001768,O00719,P017,1,300.00,0.2,1769
L001769,O00719,P024,4,81.00,0.00,1770
L001770,O00719,P024,5,81.00,0.00,1771
L001771,O00719,P006,5,196.00,0.20,1772
L001772,O00720,P023,5,68.00,0.20,1773
L001773,O00720,P014,3,294.00,0.10,1774
L001774,O00721,P018,1,269.00,0.05,1775
L001775,O00721,P005,4,65.00,0.20,1776
L001776,O00721,P005,1,65.00,0.00,1777
L001777,O00722,P007,4,35.00,0.10,1778
L001778,O00722,P012,4,134.00,0.10,1779
L001779,O00723,P012,2,134.00,0.05,1780
L001780,O00723,P023,3,68.00,0.00,1781
L001781,O00724,P021,1,249.00,0.05,1782
L001782,O00724,P014,4,294.00,0.10,1783
L001783,O00724,P024,4,81.00,0.05,1784
L001784,O00724,P014,2,294.00,0.00,1785
L001785,O00725,P008,1,188.00,0.10,1786
L001786,O00726,P024,1,81.00,0.05,1787
