order_id,customer_id,order_date,channel,status,source_row
O01151,C0155,2025-12-28,Online,Completed,1152
O01152,C0090,2025-10-19,Online,Cancelled,1153
O01153,C0239,2025-07-20,Store,Completed,1154
O01154,C0225,2025-12-09,Online,Completed,1155
O01155,C0197,2025-07-26,Online,Completed,1156
O01156,C0081,2025-02-09,Store,Completed,1157
O01157,C0218,2025-08-24,Store,Completed,1158
O01158,C0120,2025-10-26,Online,Completed,1159
O01159,C0044,2025-08-15,Online,Completed,1160
O01160,C0183,2025-06-27,Online,Completed,1161
O01161,C0224,2025-10-29,Online,Completed,1162
O01162,C0041,2025-05-01,Store,Completed,1163
O01163,C0151,2025-07-13,Online,Completed,1164
O01164,C0215,2025-07-12,Store,Completed,1165
O01165,C0081,2025-11-01,Store,Completed,1166
O01166,C0120,2025-10-25,Online,Completed,1167
O01167,C0222,2025-12-09,Store,Completed,1168
O01168,C0178,2025-10-20,Online,Completed,1169
O01169,C0150,2025-11-07,Online,Completed,1170
O01170,C0076,2025-03-08,Store,Cancelled,1171
O01171,C0176,2025-04-14,Store,Completed,1172
O01172,C0116,2025-08-22,Online,Completed,1173
O01173,C0023,2025-10-01,Online,Completed,1174
O01174,C0219,2025-08-12,Store,Completed,1175
O01175,C0291,2025-05-03,Store,Completed,1176
O01176,C0122,2025-08-05,Store,Completed,1177
O01177,C0015,2025-08-24,Online,Completed,1178
O01178,C0013,2025-10-13,Store,Completed,1179
O01179,C0252,2025-04-18,Online,Completed,1180
O01180,C0009,2025-07-01,Store,Completed,1181
O01181,C0148,2025-12-07,Online,Completed,1182
O01182,C0216,2025-08-05,Online,Completed,1183
O01183,C0182,2025-10-23,Store,Completed,1184
O01184,C0106,2025-08-26,Store,Completed,1185
O01185,C0094,2025-10-28,Online,Completed,1186
O01186,C0236,2025-06-13,Store,Completed,1187
O01187,C0292,2025-06-09,Store,Completed,1188
O01188,C0088,2025-09-17,Store,Completed,1189
O01189,C0146,2025-02-02,Online,Completed,1190
O01190,C0188,2025-04-03,Online,Completed,1191
O01191,C0176,2025-11-25,Online,Completed,1192
O01192,C0260,2025-08-26,Online,Completed,1193
O01193,C0158,2025-08-07,Online,Completed,1194
O01194,C0119,2025-11-06,Online,Completed,1195
O01195,C0265,2025-04-13,Online,Completed,1196
O01196,C0087,2025-11-18,Online,Completed,1197
O01197,C0063,2025-09-05,Store,Completed,1198
O01198,C0138,2025-12-29,Online,Completed,1199
O01199,C0083,2025-05-04,Store,Completed,1200
O01200,C0171,2025-04-03,Store,Completed,1201
O01201,C0183,2025-04-14,Online,Completed,1202
O01202,C0173,2025-08-28,Online,Completed,1203
O01203,C0073,2025-09-11,Online,Completed,1204
O01204,C0111,2025-01-31,Online,Completed,1205
O01205,C0110,2025-03-13,Online,Completed,1206
O01206,C0227,2025-10-31,Store,Completed,1207
O01207,C0152,2025-07-09,Store,Completed,1208
O01208,C0023,2025-07-26,Online,Completed,1209
O01209,C0156,2025-06-18,Store,Completed,1210
O01210,C0139,2025-07-26,Online,Completed,1211
O01211,C0158,2025-01-01,Store,Completed,1212
O01212,C0180,2025-10-03,Store,Completed,1213
O01213,C0003,2025-01-15,Online,Completed,1214
O01214,C0261,2025-01-28,Online,Completed,1215
O01215,C0192,2025-01-20,Store,Cancelled,1216
O01216,C0163,2025-05-22,Store,Completed,1217
O01217,C0179,2025-03-18,Online,Completed,1218
O01218,C0006,2025-09-17,Store,Completed,1219
O01219,C0139,2025-03-09,Store,Completed,1220
O01220,C0094,2025-01-07,Store,Completed,1221
O01221,C0178,2025-07-26,Online,Completed,1222
O01222,C0084,2025-07-31,Online,Completed,1223
O01223,C0268,2025-12-14,Online,Completed,1224
O01224,C0076,2025-10-01,Online,Completed,1225
O01225,C0214,2025-10-13,Online,Completed,1226
O01226,C0295,2025-02-09,Store,Completed,1227
O01227,C0206,2025-10-28,Store,Completed,1228
O01228,C0105,2025-02-11,Store,Completed,1229
O01229,C0004,2025-06-04,Online,Completed,1230
O01230,C0256,2025-08-21,Online,Completed,1231
O01231,C0112,2025-02-13,Online,Completed,1232
O01232,C0271,2025-12-13,Store,Completed,1233
O01233,C0263,2025-08-16,Online,Completed,1234
O01234,C0152,2025-08-10,Online,Completed,1235
O01235,C0256,2025-01-24,Store,Completed,1236
O01236,C0276,2025-02-02,Online,Completed,1237
O01237,C0147,2025-07-24,Store,Cancelled,1238
O01238,C0129,2025-05-20,Online,Completed,1239
O01239,C0263,2025-05-16,Online,Completed,1240
O01240,C0063,2025-12-09,Store,Completed,1241
O01241,C0017,2025-04-04,Store,Completed,1242
O01242,C0224,2025-10-23,Online,Completed,1243
O01243,C0079,2025-07-09,Online,Completed,1244
O01244,C0245,2025-11-05,Online,Completed,1245
O01245,C0008,2025-11-23,Store,Completed,1246
O01246,C0251,2025-12-30,Online,Completed,1247
O01247,C0198,2025-08-21,Store,Completed,1248
O01248,C0278,2025-04-07,Online,Completed,1249
O01249,C0226,2025-07-20,Store,Completed,1250
O01250,C0172,2025-03-19,Store,Completed,1251
O01251,C0076,2025-08-10,Store,Completed,1252
O01252,C0119,2025-11-08,Online,Completed,1253
O01253,C0009,2025-07-18,Store,Completed,1254
O01254,C0048,2025-05-06,Online,Completed,1255
O01255,C0254,2025-07-27,Store,Completed,1256
O01256,C0082,2025-09-01,Online,Completed,1257
O01257,C0110,2025-12-20,Online,Completed,1258
O01258,C0088,2025-06-06,Online,Completed,1259
O01259,C0110,2025-12-10,Online,Completed,1260
O01260,C0091,2025-01-31,Online,Completed,1261
O01261,C0138,2025-10-08,Online,Completed,1262
O01262,C0030,2025-03-28,Store,Completed,1263
O01263,C0199,2025-03-21,Store,Completed,1264
O01264,C0269,2025-02-01,Store,Completed,1265
O01265,C0210,2025-12-06,Store,Completed,1266
O01266,C0087,2025-04-17,Store,Completed,1267
O01267,C0222,2025-03-15,Store,Completed,1268
O01268,C0192,2025-12-13,Online,Completed,1269
O01269,C0225,2025-06-09,Online,Completed,1270
O01270,C0238,2025-09-10,Online,Cancelled,1271
O01271,C0054,2025-08-24,Store,Cancelled,1272
O01272,C0194,2025-11-14,Store,Completed,1273
O01273,C0145,2025-12-18,Store,Completed,1274
O01274,C0099,2025-06-03,Online,Completed,1275
O01275,C0129,2025-09-12,Online,Completed,1276
O01276,C0013,2025-02-09,Online,Completed,1277
O01277,C0004,2025-02-16,Store,Completed,1278
O01278,C0139,2025-10-06,Store,Completed,1279
O01279,C0036,2025-05-20,Store,Completed,1280
O01280,C0074,2025-02-16,Online,Cancelled,1281
O01281,C0171,2025-09-08,Store,Completed,1282
O01282,C0132,2025-06-10,Online,Completed,1283
O01283,C0094,2025-04-07,Store,Completed,1284
O01284,C0063,2025-06-07,Store,Completed,1285
O01285,C0241,2025-10-25,Online,Completed,1286
O01286,C0027,2025-10-15,Store,Completed,1287
O01287,C0168,2025-04-23,Store,Completed,1288
O01288,C0292,2025-10-18,Store,Completed,1289
O01289,C0217,2025-04-06,Store,Completed,1290
O01290,C0252,2025-10-06,Online,Completed,1291
O01291,C0125,2025-09-18,Online,Completed,1292
O01292,C0159,2025-02-09,Store,Completed,1293
O01293,C0197,2025-04-08,Store,Completed,1294
O01294,C0071,2025-02-02,Store,Completed,1295
O01295,C0162,2025-06-10,Store,Completed,1296
O01296,C0293,2025-01-06,Online,Completed,1297
O01297,C0261,2025-10-09,Store,Cancelled,1298
O01298,C0179,2025-10-30,Store,Cancelled,1299
O01299,C0251,2025-10-17,Online,Completed,1300
O01300,C0061,2025-02-09,Store,Completed,1301
O01301,C0090,2025-12-04,Store,Completed,1302
O01302,C0227,2025-03-24,Store,Completed,1303
O01303,C0059,2025-05-02,Store,Completed,1304
O01304,C0277,2025-11-06,Online,Completed,1305
O01305,C0069,2025-11-04,Online,Completed,1306
O01306,C0040,2025-08-05,Store,Completed,1307
O01307,C0013,2025-05-27,Store,Completed,1308
O01308,C0193,2025-10-26,Online,Completed,1309
O01309,C0092,2025-02-22,Online,Completed,1310
O01310,C0140,2025-10-25,Store,Completed,1311
O01311,C0162,2025-07-15,Store,Completed,1312
O01312,C0246,2025-10-20,Store,Completed,1313
O01313,C0287,2025-03-02,Online,Completed,1314
O01314,C0008,2025-08-30,Online,Completed,1315
O01315,C0233,2025-09-19,Store,Completed,1316
O01316,C0202,2025-03-19,Store,Cancelled,1317
O01317,C0110,2025-07-24,Online,Completed,1318
O01318,C0097,2025-12-15,Online,Cancelled,1319
O01319,C0029,2025-12-07,Online,Completed,1320
O01320,C0277,2025-03-19,Online,Completed,1321
O01321,C0078,2025-04-27,Online,Completed,1322
O01322,C0276,2025-09-09,Store,Completed,1323
O01323,C0071,2025-01-04,Online,Completed,1324
O01324,C0122,2025-06-05,Online,Completed,1325
O01325,C0198,2025-06-03,Online,Completed,1326
O01326,C0204,2025-08-19,Store,Completed,1327
O01327,C0205,2025-05-13,Online,Completed,1328
O01328,C0058,2025-08-03,Store,Completed,1329
O01329,C0079,2025-02-15,Store,Completed,1330
O01330,C0178,2025-02-13,Store,Cancelled,1331
O01331,C0155,2025-08-13,Online,Completed,1332
O01332,C0048,2025-09-02,Online,Completed,1333
O01333,C0028,2025-07-16,Store,Completed,1334
O01334,C0128,2025-08-16,Store,Completed,1335
O01335,C0053,2025-02-08,Online,Completed,1336
O01336,C0242,2025-09-12,Online,Completed,1337
O01337,C0175,2025-08-19,Store,Completed,1338
O01338,C0288,2025-01-20,Store,Cancelled,1339
O01339,C0028,2025-10-02,Online,Completed,1340
O01340,C0184,2025-06-24,Store,Completed,1341
O01341,C0225,2025-01-28,Store,Completed,1342
O01342,C0225,2025-03-15,Online,Completed,1343
O01343,C0205,2025-02-25,Store,Cancelled,1344
O01344,C0119,2025-10-18,Online,Completed,1345
O01345,C0027,2025-01-20,Store,Completed,1346
O01346,C0133,2025-10-03,Store,Completed,1347
O01347,C0047,2025-07-22,Store,Completed,1348
O01348,C0009,2025-07-24,Store,Completed,1349
O01349,C0297,2025-07-25,Online,Completed,1350
O01350,C0184,2025-11-20,Store,Completed,1351
O01351,C0255,2025-09-07,Store,Completed,1352
O01352,C0230,2025-04-26,Store,Completed,1353
O01353,C0023,2025-03-08,Online,Completed,1354
O01354,C0296,2025-09-03,Online,Completed,1355
O01355,C0009,2025-05-13,Online,Completed,1356
O01356,C0161,2025-02-01,Store,Completed,1357
O01357,C0257,2025-07-18,Store,Completed,1358
O01358,C0129,2025-09-01,Store,Cancelled,1359
O01359,C0191,2025-12-19,Online,Completed,1360
O01360,C0142,2025-06-08,Online,Completed,1361
O01361,C0050,2025-07-27,Online,Completed,1362
O01362,C0245,2025-05-09,Online,Completed,1363
O01363,C0300,2025-11-25,Online,Completed,1364
O01364,C0117,2025-08-03,Store,Completed,1365
O01365,C0163,2025-07-31,Store,Completed,1366
O01366,C0216,2025-10-26,Online,Completed,1367
O01367,C0035,2025-04-02,Online,Completed,1368
O01368,C0060,2025-08-22,Store,Completed,1369
O01369,C0220,2025-12-22,Online,Completed,1370
O01370,C0169,2025-03-04,Store,Cancelled,1371
O01371,C0095,2025-02-05,Store,Completed,1372
O01372,C0142,2025-03-20,Online,Cancelled,1373
O01373,C0047,2025-06-22,Online,Completed,1374
O01374,C0147,2025-09-21,Store,Completed,1375
O01375,C0005,2025-04-27,Online,Completed,1376
O01376,C0054,2025-05-16,Online,Completed,1377
O01377,C0261,2025-10-16,Store,Cancelled,1378
O01378,C0198,2025-07-04,Online,Completed,1379
O01379,C0045,2025-04-04,Store,Completed,1380
O01380,C0270,2025-01-11,Online,Completed,1381
O01381,C0001,2025-06-08,Store,Completed,1382
O01382,C0075,2025-04-25,Store,Completed,1383
O01383,C0146,2025-07-21,Store,Completed,1384
O01384,C0085,2025-02-21,Online,Completed,1385
O01385,C0033,2025-04-12,Store,Completed,1386
O01386,C0247,2025-11-10,Store,Completed,1387
O01387,C0266,2025-06-26,Online,Completed,1388
O01388,C0038,2025-01-31,Online,Completed,1389
O01389,C0018,2025-10-09,Online,Completed,1390
O01390,C0279,2025-02-17,Store,Completed,1391
O01391,C0029,2025-01-08,Store,Completed,1392
O01392,C0169,2025-07-07,Store,Completed,1393
O01393,C0183,2025-09-14,Online,Completed,1394
O01394,C0187,2025-04-14,Store,Cancelled,1395
O01395,C0215,2025-02-02,Store,Completed,1396
O01396,C0113,2025-11-13,Store,Cancelled,1397
O01397,C0081,2025-09-16,Store,Cancelled,1398
O01398,C0264,2025-06-10,Online,Completed,1399
O01399,C0141,2025-08-12,Online,Completed,1400
O01400,C0147,2025-12-29,Online,Completed,1401
O01401,C0053,2025-02-06,Store,Completed,1402
O01402,C0278,2025-04-16,Online,Completed,1403
O01403,C0071,2025-02-20,Store,Completed,1404
O01404,C0045,2025-03-26,Online,Completed,1405
O01405,C0274,2025-06-12,Online,Cancelled,1406
O01406,C0269,2025-11-10,Store,Completed,1407
O01407,C0007,2025-07-31,Store,Completed,1408
O01408,C0053,2025-03-29,Store,Completed,1409
O01409,C0095,2025-08-16,Online,Cancelled,1410
O01410,C0090,2025-05-15,Online,Completed,1411
O01411,C0092,2025-10-07,Online,Completed,1412
O01412,C0156,2025-12-11,Online,Completed,1413
O01413,C0206,2025-10-02,Store,Completed,1414
O01414,C0018,2025-12-14,Online,Completed,1415
O01415,C0204,2025-02-16,Store,Completed,1416
O01416,C0173,2025-08-26,Online,Completed,1417
O01417,C0138,2025-04-29,Store,Completed,1418
O01418,C0222,2025-05-06,Store,Completed,1419
O01419,C0086,2025-02-09,Online,Completed,1420
O01420,C0244,2025-04-27,Store,Cancelled,1421
O01421,C0026,2025-02-12,Store,Completed,1422
O01422,C0224,2025-09-14,Store,Completed,1423
O01423,C0264,2025-01-27,Online,Completed,1424
O01424,C0049,2025-07-02,Store,Completed,1425
O01425,C0050,2025-07-06,Store,Completed,1426
O01426,C0179,2025-10-19,Online,Completed,1427
O01427,C0041,2025-11-10,Online,Completed,1428
O01428,C0076,2025-12-28,Store,Completed,1429
O01429,C0062,2025-03-03,Store,Completed,1430
O01430,C0031,2025-07-18,Store,Cancelled,1431
O01431,C0293,2025-09-15,Store,Completed,1432
O01432,C0195,2025-04-23,Online,Completed,1433
O01433,C0265,2025-01-17,Online,Completed,1434
O01434,C0021,2025-10-15,Store,Cancelled,1435
O01435,C0070,2025-03-18,Online,Completed,1436
O01436,C0229,2025-05-17,Online,Completed,1437
O01437,C0094,2025-12-08,Online,Completed,1438
O01438,C0264,2025-04-01,Store,Completed,1439
O01439,C0177,2025-08-07,Store,Completed,1440
O01440,C0106,2025-01-16,Store,Completed,1441
O01441,C0208,2025-11-23,Online,Completed,1442
O01442,C0240,2025-09-10,Online,Completed,1443
O01443,C0043,2025-05-31,Online,Completed,1444
O01444,C0046,2025-06-11,Online,Completed,1445
O01445,C0056,2025-10-09,Store,Completed,1446
O01446,C0190,2025-10-30,Store,Completed,1447
O01447,C0249,2025-12-29,Online,Completed,1448
O01448,C0052,2025-08-21,Online,Completed,1449
O01449,C0252,2025-01-11,Store,Completed,1450
O01450,C0251,2025-04-06,Online,Completed,1451
O01451,C0266,2025-10-29,Online,Completed,1452
O01452,C0183,2025-11-08,Online,Cancelled,1453
O01453,C0262,2025-09-03,Online,Completed,1454
O01454,C0083,2025-04-04,Online,Completed,1455
O01455,C0285,2025-08-22,Store,Completed,1456
O01456,C0219,2025-06-30,Store,Completed,1457
O01457,C0248,2025-06-19,Store,Completed,1458
O01458,C0038,2025-11-25,Online,Completed,1459
O01459,C0158,2025-04-10,Online,Completed,1460
O01460,C0109,2025-09-10,Online,Completed,1461
O01461,C0100,2025-04-24,Store,Completed,1462
O01462,C0256,2025-11-22,Online,Completed,1463
O01463,C0004,2025-11-23,Online,Completed,1464
O01464,C0120,2025-01-15,Store,Completed,1465
O01465,C0031,2025-07-28,Online,Completed,1466
O01466,C0193,2025-07-16,Store,Completed,1467
O01467,C0011,2025-01-29,Online,Completed,1468
O01468,C0239,2025-05-12,Online,Completed,1469
O01469,C0124,2025-10-18,Online,Cancelled,1470
O01470,C0115,2025-01-15,Store,Completed,1471
O01471,C0144,2025-01-01,Store,Completed,1472
O01472,C0273,2025-03-23,Store,Cancelled,1473
O01473,C0077,2025-12-28,Online,Completed,1474
O01474,C0142,2025-09-14,Store,Completed,1475
O01475,C0093,2025-03-25,Online,Cancelled,1476
O01476,C0108,2025-11-19,Store,Completed,1477
O01477,C0264,2025-04-06,Store,Completed,1478
O01478,C0160,2025-08-17,Store,Completed,1479
O01479,C0051,2025-06-04,Online,Completed,1480
O01480,C0282,2025-09-07,Online,Completed,1481
O01481,C0233,2025-12-09,Store,Completed,1482
O01482,C0052,2025-07-03,Store,Cancelled,1483
O01483,C0178,2025-08-23,Online,Completed,1484
O01484,C0055,2025-02-14,Store,Completed,1485
O01485,C0081,2025-01-14,Online,Completed,1486
O01486,C0074,2025-02-13,Store,Completed,1487
O01487,C0165,2025-05-03,Online,Completed,1488
O01488,C0120,2025-08-05,Online,Completed,1489
O01489,C0294,2025-07-31,Online,Completed,1490
O01490,C0053,2025-10-10,Online,Completed,1491
O01491,C0193,2025-06-07,Store,Completed,1492
O01492,C0032,2025-07-01,Store,Completed,1493
O01493,C0121,2025-06-22,Online,Completed,1494
O01494,C0044,2025-09-27,Store,Completed,1495
O01495,C0137,2025-03-09,Store,Completed,1496
O01496,C0067,2025-12-13,Store,Completed,1497
O01497,C0248,2025-02-14,Online,Completed,1498
O01498,C0030,2025-11-07,Online,Completed,1499
O01499,C0051,2025-06-17,Store,Cancelled,1500
O01500,C0183,2025-10-17,Store,Completed,1501
O01501,C0226,2025-12-16,Online,Completed,1502
O01502,C0212,2025-12-12,Online,Completed,1503
O01503,C0158,2025-10-12,Online,Cancelled,1504
O01504,C0102,2025-01-20,Store,Completed,1505
O01505,C0239,2025-02-01,Online,Completed,1506
O01506,C0129,2025-04-17,Online,Completed,1507
O01507,C0236,2025-05-16,Online,Completed,1508
O01508,C0140,2025-11-20,Store,Completed,1509
O01509,C0007,2025-01-29,Store,Completed,1510
O01510,C0142,2025-11-19,Store,Completed,1511
O01511,C0012,2025-07-05,Online,Completed,1512
O01512,C0073,2025-02-06,Store,Completed,1513
O01513,C0179,2025-01-25,Online,Completed,1514
O01514,C0007,2025-04-06,Store,Completed,1515
O01515,C0265,2025-01-04,Online,Completed,1516
O01516,C0024,2025-02-24,Store,Completed,1517
O01517,C0054,2025-07-26,Online,Completed,1518
O01518,C0012,2025-07-09,Store,Cancelled,1519
O01519,C0156,2025-09-26,Online,Completed,1520
O01520,C0084,2025-12-05,Online,Completed,1521
O01521,C0009,2025-11-09,Store,Cancelled,1522
O01522,C0291,2025-07-03,Store,Completed,1523
O01523,C0142,2025-03-12,Online,Completed,1524
O01524,C0153,2025-04-02,Online,Completed,1525
O01525,C0282,2025-06-14,Online,Completed,1526
O01526,C0279,2025-10-08,Online,Completed,1527
O01527,C0031,2025-08-26,Store,Completed,1528
O01528,C0089,2025-12-02,Online,Completed,1529
O01529,C0036,2025-10-05,Store,Completed,1530
O01530,C0241,2025-04-26,Store,Cancelled,1531
O01531,C0141,2025-04-14,Online,Completed,1532
O01532,C0278,2025-03-29,Store,Cancelled,1533
O01533,C0211,2025-06-05,Online,Completed,1534
O01534,C0267,2025-07-28,Online,Completed,1535
O01535,C0040,2025-12-23,Online,Completed,1536
O01536,C0285,2025-08-25,Store,Completed,1537
O01537,C0132,2025-07-23,Online,Completed,1538
O01538,C0081,2025-10-16,Store,Completed,1539
O01539,C0149,2025-07-25,Online,Completed,1540
O01540,C0116,2025-10-04,Store,Completed,1541
O01541,C0177,2025-06-25,Online,Completed,1542
O01542,C0184,2025-10-21,Online,Completed,1543
O01543,C0269,2025-12-04,Store,Completed,1544
O01544,C0221,2025-08-22,Store,Completed,1545
O01545,C0228,2025-05-18,Online,Completed,1546
O01546,C0191,2025-03-07,Online,Completed,1547
O01547,C0197,2025-09-19,Online,Completed,1548
O01548,C0015,2025-11-11,Store,Completed,1549
O01549,C0209,2025-10-02,Online,Completed,1550
O01550,C0109,2025-11-14,Online,Completed,1551
O01551,C0197,2025-08-18,Online,Completed,1552
O01552,C0070,2025-11-23,Store,Completed,1553
O01553,C0253,2025-10-12,Online,Completed,1554
O01554,C0046,2025-06-02,Online,Completed,1555
O01555,C0104,2025-01-30,Store,Completed,1556
O01556,C0217,2025-02-23,Store,Completed,1557
O01557,C0139,2025-07-04,Online,Completed,1558
O01558,C0257,2025-02-08,Store,Completed,1559
O01559,C0099,2025-03-07,Online,Completed,1560
O01560,C0294,2025-11-11,Online,Completed,1561
O01561,C0047,2025-04-21,Store,Completed,1562
O01562,C0294,2025-04-21,Store,Completed,1563
O01563,C0130,2025-03-12,Store,Completed,1564
O01564,C0291,2025-06-07,Store,Completed,1565
O01565,C0192,2025-12-04,Store,Completed,1566
O01566,C0017,2025-07-01,Store,Completed,1567
O01567,C0102,2025-06-28,Store,Completed,1568
O01568,C0027,2025-06-12,Online,Completed,1569
O01569,C0119,2025-08-18,Online,Completed,1570
O01570,C0146,2025-07-15,Store,Completed,1571
O01571,C0092,2025-12-30,Online,Completed,1572
O01572,C0079,2025-11-15,Store,Completed,1573
O01573,C0268,2025-11-01,Online,Completed,1574
O01574,C0294,2025-11-24,Online,Completed,1575
O01575,C0215,2025-11-04,Store,Completed,1576
O01576,C0232,2025-10-14,Store,Cancelled,1577
O01577,C0136,2025-08-19,Store,Completed,1578
O01578,C0047,2025-10-28,Online,Completed,1579
O01579,C0205,2025-03-09,Store,Completed,1580
O01580,C0223,2025-12-03,Store,Completed,1581
O01581,C0203,2025-08-15,Online,Completed,1582
O01582,C0182,2025-08-09,Online,Completed,1583
O01583,C0134,2025-03-25,Online,Completed,1584
O01584,C0240,2025-02-25,Online,Completed,1585
O01585,C0051,2025-11-26,Online,Completed,1586
O01586,C0267,2025-10-22,Store,Completed,1587
O01587,C0141,2025-04-25,Store,Completed,1588
O01588,C0227,2025-02-18,Store,Completed,1589
O01589,C0026,2025-08-15,Online,Completed,1590
O01590,C0019,2025-01-21,Store,Completed,1591
O01591,C0131,2025-07-18,Online,Completed,1592
O01592,C0212,2025-08-14,Store,Completed,1593
O01593,C0105,2025-05-26,Store,Cancelled,1594
O01594,C0218,2025-09-19,Store,Cancelled,1595
O01595,C0059,2025-06-23,Store,Completed,1596
O01596,C0158,2025-10-24,Online,Completed,1597
O01597,C0031,2025-10-31,Online,Completed,1598
O01598,C0143,2025-02-28,Online,Completed,1599
O01599,C0084,2025-09-28,Store,Completed,1600
O01600,C0233,2025-04-14,Online,Completed,1601
O01601,C0244,2025-05-26,Online,Completed,1602
O01602,C0277,2025-03-26,Store,Completed,1603
O01603,C0157,2025-06-21,Store,Completed,1604
O01604,C0144,2025-06-04,Store,Completed,1605
O01605,C0219,2025-10-26,Online,Completed,1606
O01606,C0175,2025-04-01,Store,Completed,1607
O01607,C0163,2025-05-07,Online,Cancelled,1608
O01608,C0189,2025-10-15,Online,Completed,1609
O01609,C0075,2025-09-02,Store,Completed,1610
O01610,C0080,2025-02-12,Store,Completed,1611
O01611,C0153,2025-05-24,Store,Cancelled,1612
O01612,C0054,2025-08-11,Online,Completed,1613
O01613,C0263,2025-09-02,Online,Completed,1614
O01614,C0076,2025-08-24,Store,Completed,1615
O01615,C0080,2025-07-24,Online,Completed,1616
O01616,C0161,2025-09-27,Store,Completed,1617
O01617,C0072,2025-07-18,Store,Completed,1618
O01618,C0119,2025-12-18,Online,Completed,1619
O01619,C0095,2025-02-03,Online,Completed,1620
O01620,C0296,2025-02-17,Store,Completed,1621
O01621,C0134,2025-01-05,Online,Completed,1622
O01622,C0162,2025-12-15,Store,Completed,1623
O01623,C0050,2025-11-15,Store,Completed,1624
O01624,C0116,2025-11-12,Online,Completed,1625
O01625,C0114,2025-01-05,Online,Completed,1626
O01626,C0218,2025-08-14,Store,Completed,1627
O01627,C0274,2025-04-26,Store,Completed,1628
O01628,C0167,2025-01-04,Store,Completed,1629
O01629,C0240,2025-01-14,Store,Completed,1630
O01630,C0111,2025-06-07,Online,Completed,1631
O01631,C0015,2025-06-04,Store,Completed,1632
O01632,C0087,2025-04-23,Online,Completed,1633
O01633,C0237,2025-02-04,Store,Completed,1634
O01634,C0151,2025-06-25,Store,Completed,1635
O01635,C0199,2025-04-08,Online,Completed,1636
O01636,C0097,2025-05-03,Online,Completed,1637
O01637,C0221,2025-11-22,Store,Completed,1638
O01638,C0051,2025-09-22,Store,Completed,1639
O01639,C0001,2025-09-30,Store,Completed,1640
O01640,C0071,2025-05-02,Store,Completed,1641
O01641,C0147,2025-08-29,Online,Completed,1642
O01642,C0219,2025-01-05,Online,Completed,1643
O01643,C0008,2025-06-11,Store,Completed,1644
O01644,C0272,2025-04-14,Store,Completed,1645
O01645,C0224,2025-11-12,Store,Completed,1646
O01646,C0298,2025-01-24,Store,Completed,1647
O01647,C0262,2025-12-21,Store,Cancelled,1648
O01648,C0050,2025-06-28,Online,Completed,1649
O01649,C0043,2025-06-15,Online,Completed,1650
O01650,C0283,2025-08-21,Online,Completed,1651
O01651,C0281,2025-06-08,Online,Completed,1652
O01652,C0273,2025-10-15,Store,Completed,1653
O01653,C0199,2025-01-16,Store,Completed,1654
O01654,C0177,2025-11-19,Online,Completed,1655
O01655,C0244,2025-09-25,Store,Completed,1656
O01656,C0169,2025-12-23,Online,Completed,1657
O01657,C0092,2025-09-28,Online,Completed,1658
O01658,C0133,2025-01-14,Online,Completed,1659
O01659,C0282,2025-04-15,Store,Completed,1660
O01660,C0167,2025-03-07,Online,Completed,1661
O01661,C0134,2025-02-03,Online,Cancelled,1662
O01662,C0047,2025-09-02,Store,Completed,1663
O01663,C0298,2025-05-18,Online,Completed,1664
O01664,C0245,2025-01-29,Store,Completed,1665
O01665,C0195,2025-02-25,Online,Completed,1666
O01666,C0224,2025-01-30,Store,Completed,1667
O01667,C0115,2025-04-03,Online,Cancelled,1668
O01668,C0193,2025-03-16,Online,Completed,1669
O01669,C0094,2025-04-22,Store,Completed,1670
O01670,C0291,2025-06-08,Store,Completed,1671
O01671,C0190,2025-05-08,Online,Completed,1672
O01672,C0072,2025-12-14,Store,Completed,1673
O01673,C0152,2025-05-07,Store,Completed,1674
O01674,C0071,2025-07-17,Store,Completed,1675
O01675,C0080,2025-03-02,Store,Completed,1676
O01676,C0275,2025-12-26,Store,Completed,1677
O01677,C0048,2025-04-12,Online,Completed,1678
O01678,C0087,2025-01-19,Online,Completed,1679
O01679,C0200,2025-09-30,Online,Completed,1680
O01680,C0156,2025-01-26,Online,Cancelled,1681
O01681,C0024,2025-02-12,Online,Completed,1682
O01682,C0227,2025-03-14,Online,Completed,1683
O01683,C0154,2025-04-23,Store,Cancelled,1684
O01684,C0206,2025-09-12,Online,Completed,1685
O01685,C0111,2025-04-09,Online,Completed,1686
O01686,C0023,2025-07-07,Online,Completed,1687
O01687,C0139,2025-11-20,Online,Completed,1688
O01688,C0259,2025-07-11,Online,Completed,1689
O01689,C0257,2025-09-12,Online,Completed,1690
O01690,C0140,2025-05-26,Online,Completed,1691
O01691,C0182,2025-01-14,Store,Completed,1692
O01692,C0169,2025-09-08,Online,Completed,1693
O01693,C0128,2025-06-22,Store,Completed,1694
O01694,C0093,2025-10-08,Online,Completed,1695
O01695,C0010,2025-04-29,Store,Cancelled,1696
O01696,C0240,2025-01-14,Online,Completed,1697
O01697,C0022,2025-06-01,Online,Completed,1698
O01698,C0016,2025-10-06,Online,Completed,1699
O01699,C0066,2025-12-03,Store,Completed,1700
O01700,C0282,2025-11-04,Online,Completed,1701
O01701,C0158,2025-06-18,Store,Cancelled,1702
O01702,C0208,2025-08-15,Online,Completed,1703
O01703,C0071,2025-07-30,Online,Completed,1704
O01704,C0058,2025-09-20,Online,Completed,1705
O01705,C0169,2025-06-11,Online,Completed,1706
