order_id,customer_id,order_date,order_month,channel,region,segment,gross_sales,discounts,sales_before_returns,refunds,net_sales,sold_units,returned_units,completed_orders,purchasing_customers,aov,unit_return_rate,net_sales_share
O00823,C0067,2025-12-04,2025-12,Store,East,Business,160.00,0.0000,160.0000,0.0000,160.0000,2,0,1,1,160.0000,0,0.00008531082947399581955607870052
O00824,C0065,2025-03-21,2025-03,Store,East,Consumer,136.00,13.600,122.400,0.000,122.400,2,0,1,1,122.400,0,0.00006526278454760680196040020590
O00825,C0109,2025-07-14,2025-07,Store,West,Business,945.00,189.0000,756.0000,0.0000,756.0000,5,0,1,1,756.0000,0,0.0004030936692646302474024718600
O00826,C0235,2025-04-20,2025-04,Store,North,Business,1362.00,86.1500,1275.8500,0.0000,1275.8500,7,0,1,1,1275.8500,0,0.0006802738861524847898788938129
O00827,C0238,2025-07-31,2025-07,Store,East,Consumer,530.00,13.0000,517.0000,0.0000,517.0000,7,0,1,1,517.0000,0,0.0002756606177378489919405793011
O00828,C0075,2025-07-28,2025-07,Online,South,Business,1314.00,118.2000,1195.8000,0.0000,1195.8000,9,0,1,1,1195.8000,0,0.0006375918117812762564072431880
O00829,C0192,2025-11-21,2025-11,Online,South,Business,1994.00,196.0500,1797.9500,156.8000,1641.1500,14,1,1,1,1641.1500,0.07142857142857142857142857143,0.0008750491736953014954028659960
O00830,C0255,2025-06-24,2025-06,Online,South,Business,609.00,87.8000,521.2000,0.0000,521.2000,8,0,1,1,521.2000,0,0.0002779000270115413822039263669
O00831,C0089,2025-07-05,2025-07,Online,South,Business,2286.00,190.5000,2095.5000,0.0000,2095.5000,9,0,1,1,2095.5000,0,0.001117305269767238999248518231
O00832,C0095,2025-03-15,2025-03,Online,East,Consumer,2294.00,252.7500,2041.2500,258.4000,1782.8500,16,4,1,1,1782.8500,0.25,0.0009506025770482090430972181951
O00833,C0056,2025-04-29,2025-04,Store,North,Consumer,1554.00,43.5000,1510.5000,0.0000,1510.5000,10,0,1,1,1510.5000,0,0.0008053875495029417839966054821
O00835,C0145,2025-09-04,2025-09,Online,West,Business,130.00,13.000,117.000,0.000,117.000,2,0,1,1,117.000,0,0.00006238354405285944305038254976
O00836,C0291,2025-10-12,2025-10,Store,North,Consumer,3302.00,375.7500,2926.2500,0.0000,2926.2500,15,0,1,1,2926.2500,0,0.001560255092176751668599845609
O00838,C0224,2025-08-05,2025-08,Store,West,Consumer,2226.00,149.1000,2076.9000,0.0000,2076.9000,9,0,1,1,2076.9000,0,0.001107387885840886985225124082
O00839,C0217,2025-06-17,2025-06,Store,South,Business,1482.00,94.0000,1388.0000,0.0000,1388.0000,7,0,1,1,1388.0000,0,0.0007400714456869137346489827270
O00840,C0017,2025-11-22,2025-11,Store,South,Consumer,369.00,0.0000,369.0000,0.0000,369.0000,3,0,1,1,369.0000,0,0.0001967481004744028588512065031
O00841,C0141,2025-03-31,2025-03,Online,East,Consumer,188.00,0.0000,188.0000,0.0000,188.0000,1,0,1,1,188.0000,0,0.0001002402246319450879783924731
O00842,C0251,2025-11-01,2025-11,Store,North,Consumer,1893.00,120.0500,1772.9500,0.0000,1772.9500,10,0,1,1,1772.9500,0,0.0009453239694745055517621858255
O00843,C0062,2025-11-08,2025-11,Online,West,Business,1986.00,35.6000,1950.4000,0.0000,1950.4000,15,0,1,1,1950.4000,0,0.001039939011288009040388599359
O00844,C0026,2025-12-26,2025-12,Online,South,Consumer,2384.00,0.0000,2384.0000,188.0000,2196.0000,13,1,1,1,2196.0000,0.07692307692307692307692307692,0.001170891134530592623407180165
O00845,C0066,2025-12-05,2025-12,Online,North,Business,1546.00,309.2000,1236.8000,0.0000,1236.8000,7,0,1,1,1236.8000,0,0.0006594527118339876851684883550
O00846,C0227,2025-03-23,2025-03,Store,East,Consumer,523.00,44.5000,478.5000,0.0000,478.5000,3,0,1,1,478.5000,0,0.0002551326993956687478598978637
O00847,C0187,2025-04-18,2025-04,Online,North,Business,752.00,28.2000,723.8000,0.0000,723.8000,4,0,1,1,723.8000,0,0.0003859248648329885887168110215
O00848,C0101,2025-05-19,2025-05,Online,South,Business,246.00,12.3000,233.7000,0.0000,233.7000,2,0,1,1,233.7000,0,0.0001246071303004551439390974519
O00849,C0292,2025-02-25,2025-02,Store,East,Business,799.00,68.3500,730.6500,0.0000,730.6500,3,0,1,1,730.6500,0,0.0003895772347198440347415556408
O00850,C0011,2025-11-18,2025-11,Online,North,Business,1794.00,89.7000,1704.3000,0.0000,1704.3000,9,0,1,1,1704.3000,0,0.0009087202917033192204339058081
O00851,C0006,2025-09-19,2025-09,Store,East,Consumer,1555.00,217.0000,1338.0000,0.0000,1338.0000,10,0,1,1,1338.0000,0,0.0007134118114762900410377081331
O00853,C0151,2025-12-08,2025-12,Online,South,Business,366.00,0.0000,366.0000,0.0000,366.0000,3,0,1,1,366.0000,0,0.0001951485224217654372345300274
O00854,C0121,2025-09-02,2025-09,Online,West,Business,807.00,0.0000,807.0000,0.0000,807.0000,6,0,1,1,807.0000,0,0.0004302864961594664148859719457
O00855,C0244,2025-04-05,2025-04,Online,South,Consumer,1649.00,25.9500,1623.0500,0.0000,1623.0500,13,0,1,1,1623.0500,0,0.0008653983861110557183155845930
O00856,C0151,2025-05-04,2025-05,Store,South,Business,2983.00,395.0000,2588.0000,0.0000,2588.0000,12,0,1,1,2588.0000,0,0.001379902666741882381319572981
O00857,C0032,2025-06-01,2025-06,Online,North,Business,1972.00,100.3000,1871.7000,0.0000,1871.7000,10,0,1,1,1871.7000,0,0.0009979767470404873466444531485
O00858,C0091,2025-12-01,2025-12,Store,North,Business,1957.00,190.4500,1766.5500,0.0000,1766.5500,14,0,1,1,1766.5500,0,0.0009419115362955457189799426775
O00860,C0140,2025-01-08,2025-01,Online,East,Consumer,693.00,138.6000,554.4000,0.0000,554.4000,3,0,1,1,554.4000,0,0.0002956020241273955147618126973
O00861,C0102,2025-10-07,2025-10,Online,North,Consumer,982.00,52.9500,929.0500,0.0000,929.0500,8,0,1,1,929.0500,0,0.0004953626632675988509910932295
O00862,C0257,2025-09-04,2025-09,Online,North,Business,588.00,117.6000,470.4000,0.0000,470.4000,2,0,1,1,470.4000,0,0.0002508138386535477094948713795
O00863,C0047,2025-05-16,2025-05,Store,West,Consumer,374.00,45.4000,328.6000,264.6000,64.0000,2,1,1,1,64.0000,0.5,0.00003412433178959832782243148021
O00864,C0173,2025-02-17,2025-02,Store,West,Consumer,1040.00,9.4000,1030.6000,0.0000,1030.6000,4,0,1,1,1030.6000,0,0.0005495083803493755727155919297
O00865,C0226,2025-04-19,2025-04,Store,South,Business,752.00,37.6000,714.4000,0.0000,714.4000,4,0,1,1,714.4000,0,0.0003809128536013913343178913978
O00866,C0278,2025-05-28,2025-05,Online,North,Consumer,538.00,53.8000,484.2000,242.1000,242.1000,2,1,1,1,242.1000,0.5,0.0001290859488478399244657915837
O00867,C0194,2025-08-12,2025-08,Store,North,Consumer,1929.00,63.5000,1865.5000,0.0000,1865.5000,10,0,1,1,1865.5000,0,0.0009946709523983700086366550989
O00868,C0196,2025-05-23,2025-05,Online,West,Consumer,481.00,88.1000,392.9000,0.0000,392.9000,6,0,1,1,392.9000,0,0.0002094914056270809843973957590
O00869,C0210,2025-10-11,2025-10,Online,North,Consumer,1632.00,90.0000,1542.0000,0.0000,1542.0000,7,0,1,1,1542.0000,0,0.0008221831190556347109717084763
O00870,C0266,2025-06-08,2025-06,Store,North,Business,1644.00,196.5000,1447.5000,0.0000,1447.5000,6,0,1,1,1447.5000,0,0.0007717964103975559300463994938
O00871,C0017,2025-11-21,2025-11,Store,South,Consumer,268.00,53.6000,214.4000,0.0000,214.4000,2,0,1,1,214.4000,0,0.0001143165114951543982051454587
O00872,C0299,2025-09-04,2025-09,Store,North,Consumer,1369.00,83.3000,1285.7000,0.0000,1285.7000,12,0,1,1,1285.7000,0,0.0006855258340919776575203149079
O00873,C0063,2025-02-22,2025-02,Online,West,Consumer,3240.00,150.0000,3090.0000,0.0000,3090.0000,12,0,1,1,3090.0000,0,0.001647565394216544265176769904
O00874,C0207,2025-04-04,2025-04,Store,South,Consumer,975.00,170.7000,804.3000,0.0000,804.3000,5,0,1,1,804.3000,0,0.0004288468759120927354309631177
O00875,C0173,2025-01-11,2025-01,Online,West,Consumer,1895.00,251.0000,1644.0000,0.0000,1644.0000,15,0,1,1,1644.0000,0,0.0008765687728453070459387086478
O00876,C0122,2025-08-11,2025-08,Online,North,Business,3016.00,53.8000,2962.2000,196.0000,2766.2000,12,1,1,1,2766.2000,0.08333333333333333333333333333,0.001474917603068545225350155634
O00877,C0199,2025-09-07,2025-09,Store,North,Consumer,693.00,138.6000,554.4000,0.0000,554.4000,3,0,1,1,554.4000,0,0.0002956020241273955147618126973
O00878,C0011,2025-04-09,2025-04,Store,North,Business,726.00,135.4500,590.5500,0.0000,590.5500,7,0,1,1,590.5500,0,0.0003148769396616764452427642287
O00879,C0088,2025-11-10,2025-11,Store,West,Business,160.00,8.0000,152.0000,0.0000,152.0000,2,0,1,1,152.0000,0,0.00008104528800029602857827476549
O00880,C0128,2025-02-11,2025-02,Online,West,Business,122.00,24.4000,97.6000,0.0000,97.6000,1,0,1,1,97.6000,0,0.00005203960597913744992920800732
O00881,C0249,2025-08-29,2025-08,Online,North,Consumer,312.00,31.2000,280.8000,0.0000,280.8000,4,0,1,1,280.8000,0,0.0001497205057268626633209181194
O00882,C0230,2025-06-29,2025-06,Store,East,Consumer,566.00,38.5000,527.5000,0.0000,527.5000,3,0,1,1,527.5000,0,0.0002812591409220799675989469658
O00883,C0205,2025-05-31,2025-05,Store,West,Business,134.00,26.8000,107.2000,0.0000,107.2000,1,0,1,1,107.2000,0,0.00005715825574757719910257272935
O00885,C0099,2025-03-12,2025-03,Store,West,Consumer,294.00,14.7000,279.3000,279.3000,0.0000,1,1,1,1,0.0000,1,0
O00886,C0130,2025-02-26,2025-02,Online,West,Business,1695.00,197.2500,1497.7500,302.4000,1195.3500,11,2,1,1,1195.3500,0.1818181818181818181818181818,0.0006373518750733806431647417167
O00887,C0247,2025-07-13,2025-07,Online,North,Consumer,1751.00,131.6500,1619.3500,0.0000,1619.3500,6,0,1,1,1619.3500,0,0.0008634255731794695649883502730
O00888,C0224,2025-03-02,2025-03,Store,West,Consumer,2443.00,154.1500,2288.8500,482.6000,1806.2500,11,2,1,1,1806.2500,0.1818181818181818181818181818,0.0009630792858587809317072947051
O00889,C0177,2025-09-10,2025-09,Store,West,Business,492.00,0.00,492.00,0.00,492.00,4,0,1,1,492.00,0,0.0002623308006325371451349420041
O00890,C0107,2025-09-10,2025-09,Online,South,Consumer,1578.00,57.8000,1520.2000,0.0000,1520.2000,8,0,1,1,1520.2000,0,0.0008105595185398027805571927533
O00891,C0197,2025-06-17,2025-06,Store,East,Business,405.00,0.0000,405.0000,0.0000,405.0000,5,0,1,1,405.0000,0,0.0002159430371060519182513242107
O00892,C0104,2025-12-25,2025-12,Online,North,Business,2571.00,266.8000,2304.2000,0.0000,2304.2000,12,0,1,1,2304.2000,0,0.001228582582962382296381978386
O00893,C0191,2025-11-20,2025-11,Store,North,Consumer,398.00,0.0000,398.0000,0.0000,398.0000,2,0,1,1,398.0000,0,0.0002122106883165646011457457675
O00894,C0063,2025-12-20,2025-12,Store,West,Consumer,1745.00,68.3500,1676.6500,0.0000,1676.6500,11,0,1,1,1676.6500,0,0.0008939775139848443178668709577
O00895,C0029,2025-02-23,2025-02,Store,East,Consumer,462.00,46.2000,415.8000,0.0000,415.8000,2,0,1,1,415.8000,0,0.0002217015180955466360713595230
O00896,C0041,2025-02-28,2025-02,Store,West,Business,934.00,19.6000,914.4000,0.0000,914.4000,4,0,1,1,914.4000,0,0.0004875513904438861087629897735
O00897,C0075,2025-01-25,2025-01,Store,South,Business,2508.00,0.0000,2508.0000,271.0000,2237.0000,11,1,1,1,2237.0000,0.09090909090909090909090909091,0.001192752034583304052168425332
O00898,C0160,2025-01-04,2025-01,Online,West,Business,1518.00,300.1000,1217.9000,107.2000,1110.7000,9,1,1,1,1110.7000,0.1111111111111111111111111111,0.0005922171143547947298808538292
O00899,C0286,2025-12-10,2025-12,Store,West,Business,249.00,24.9000,224.1000,0.0000,224.1000,1,0,1,1,224.1000,0,0.0001194884805320153947657327299
O00900,C0243,2025-06-19,2025-06,Online,East,Business,272.00,0.0000,272.0000,0.0000,272.0000,4,0,1,1,272.0000,0,0.0001450284101057928932453337909
O00901,C0054,2025-08-12,2025-08,Store,East,Business,2792.00,64.6000,2727.4000,0.0000,2727.4000,16,0,1,1,2727.4000,0,0.001454229726921101239107806549
O00902,C0030,2025-06-23,2025-06,Online,South,Business,1452.00,69.0000,1383.0000,70.2000,1312.8000,9,1,1,1,1312.8000,0.1111111111111111111111111111,0.0006999753558341356994576257378
O00903,C0089,2025-06-05,2025-06,Online,South,Business,588.00,29.4000,558.6000,0.0000,558.6000,2,0,1,1,558.6000,0,0.0002978414334010879050251597632
O00904,C0182,2025-11-26,2025-11,Store,West,Business,378.00,0.00,378.00,0.00,378.00,2,0,1,1,378.00,0,0.0002015468346323151237012359300
O00905,C0149,2025-09-12,2025-09,Store,East,Business,1626.00,104.7000,1521.3000,0.0000,1521.3000,7,0,1,1,1521.3000,0,0.0008111460304924365018166407944
O00906,C0253,2025-10-28,2025-10,Online,North,Consumer,123.00,24.6000,98.4000,98.4000,0.0000,1,1,1,1,0.0000,1,0
O00908,C0008,2025-10-29,2025-10,Online,North,Consumer,1123.00,100.7000,1022.3000,0.0000,1022.3000,10,0,1,1,1022.3000,0,0.0005450828810704120395761203471
O00909,C0265,2025-07-23,2025-07,Online,West,Consumer,325.00,32.5000,292.5000,0.0000,292.5000,5,0,1,1,292.5000,0,0.0001559588601321486076259563744
O00910,C0062,2025-06-13,2025-06,Online,West,Business,348.00,4.0000,344.0000,0.0000,344.0000,3,0,1,1,344.0000,0,0.0001834182833690910120455692061
O00911,C0119,2025-10-16,2025-10,Online,North,Business,1576.00,104.6000,1471.4000,0.0000,1471.4000,17,0,1,1,1471.4000,0,0.0007845397155502340555925887497
O00912,C0036,2025-10-20,2025-10,Store,West,Consumer,1628.00,113.0500,1514.9500,379.8000,1135.1500,8,2,1,1,1135.1500,0.25,0.0006052536754837897160567671056
O00914,C0051,2025-02-14,2025-02,Online,West,Consumer,1277.00,198.9000,1078.1000,0.0000,1078.1000,10,0,1,1,1078.1000,0,0.0005748350328494680816463027939
O00915,C0225,2025-12-10,2025-12,Store,North,Consumer,2804.00,182.4000,2621.6000,0.0000,2621.6000,14,0,1,1,2621.6000,0,0.001397817940931421503426349508
O00916,C0124,2025-01-11,2025-01,Online,East,Consumer,980.00,49.0000,931.0000,0.0000,931.0000,5,0,1,1,931.0000,0,0.0004964023890018131750419329386
O00917,C0071,2025-12-29,2025-12,Store,West,Consumer,894.00,40.2000,853.8000,0.0000,853.8000,7,0,1,1,853.8000,0,0.0004552399137806101921061249656
O00918,C0235,2025-11-15,2025-11,Online,North,Business,1260.00,5.2500,1254.7500,0.0000,1254.7500,8,0,1,1,1254.7500,0,0.0006690235205156015911749359342
O00919,C0264,2025-05-02,2025-05,Online,South,Business,1335.00,0.0000,1335.0000,0.0000,1335.0000,10,0,1,1,1335.0000,0,0.0007118122334236526194210316575
O00920,C0214,2025-01-26,2025-01,Store,West,Business,1526.00,49.8000,1476.2000,0.0000,1476.2000,10,0,1,1,1476.2000,0,0.0007870990404344539301792711107
O00921,C0023,2025-07-15,2025-07,Store,South,Consumer,1355.00,0.0000,1355.0000,0.0000,1355.0000,7,0,1,1,1355.0000,0,0.0007224760871079020968655414950
O00922,C0235,2025-06-14,2025-06,Online,North,Business,1955.00,120.0000,1835.0000,0.0000,1835.0000,8,0,1,1,1835.0000,0,0.0009784085755298895555337775966
O00923,C0131,2025-10-29,2025-10,Store,West,Business,538.00,26.9000,511.1000,0.0000,511.1000,2,0,1,1,511.1000,0,0.0002725147809009953960944488990
O00924,C0203,2025-11-07,2025-11,Store,South,Business,1136.00,227.2000,908.8000,0.0000,908.8000,4,0,1,1,908.8000,0,0.0004845655114122962550785270190
O00925,C0005,2025-03-24,2025-03,Store,South,Business,1316.00,61.5000,1254.5000,0.0000,1254.5000,13,0,1,1,1254.5000,0,0.0006688902223445484727068795613
O00927,C0189,2025-01-03,2025-01,Online,North,Consumer,1492.00,104.0000,1388.0000,0.0000,1388.0000,6,0,1,1,1388.0000,0,0.0007400714456869137346489827270
O00928,C0175,2025-01-06,2025-01,Store,North,Consumer,988.00,68.0000,920.0000,0.0000,920.0000,11,0,1,1,920.0000,0,0.0004905372694754759624474525280
O00929,C0089,2025-06-25,2025-06,Online,South,Business,204.00,10.2000,193.8000,0.0000,193.8000,3,0,1,1,193.8000,0,0.0001033327422003774364373003260
O00930,C0103,2025-10-31,2025-10,Store,West,Consumer,657.00,13.9500,643.0500,0.0000,643.0500,5,0,1,1,643.0500,0,0.0003428695555828313235346025523
O00931,C0173,2025-07-01,2025-07,Online,West,Consumer,279.00,27.9000,251.1000,0.0000,251.1000,3,0,1,1,251.1000,0,0.0001338846830057521893158210106
O00932,C0143,2025-05-31,2025-05,Store,West,Business,300.00,0.0000,300.0000,0.0000,300.0000,1,0,1,1,300.0000,0,0.0001599578052637421616676475635
O00933,C0216,2025-01-18,2025-01,Store,North,Consumer,515.00,0.0000,515.0000,0.0000,515.0000,7,0,1,1,515.0000,0,0.0002745942323694240441961283173
O00934,C0095,2025-05-02,2025-05,Online,East,Consumer,1785.00,266.2000,1518.8000,0.0000,1518.8000,8,0,1,1,1518.8000,0,0.0008098130487819053171360770647
O00935,C0273,2025-12-04,2025-12,Store,South,Business,1265.00,229.5000,1035.5000,0.0000,1035.5000,10,0,1,1,1035.5000,0,0.0005521210245020166946894968399
O00936,C0182,2025-12-29,2025-12,Online,West,Business,1812.00,137.4000,1674.6000,0.0000,1674.6000,9,0,1,1,1674.6000,0,0.0008928844689822087464288086993
O00937,C0083,2025-07-20,2025-07,Online,West,Consumer,2248.00,249.8500,1998.1500,302.4000,1695.7500,12,2,1,1,1695.7500,0.1666666666666666666666666667,0.0009041614942533025688263778525
O00938,C0209,2025-06-02,2025-06,Store,West,Business,2572.00,121.8500,2450.1500,0.0000,2450.1500,12,0,1,1,2450.1500,0,0.001306402055223192858033288925
O00939,C0155,2025-02-23,2025-02,Store,South,Business,1897.00,54.2000,1842.8000,0.0000,1842.8000,7,0,1,1,1842.8000,0,0.0009825674784667468517371364332
O00940,C0223,2025-07-05,2025-07,Online,East,Consumer,563.00,84.2000,478.8000,0.0000,478.8000,4,0,1,1,478.8000,0,0.0002552926572009324900215655113
O00941,C0053,2025-12-13,2025-12,Store,West,Business,711.00,6.1500,704.8500,0.0000,704.8500,4,0,1,1,704.8500,0,0.0003758208634671622088381379504
O00942,C0128,2025-08-10,2025-08,Store,West,Business,830.00,55.1000,774.9000,0.0000,774.9000,10,0,1,1,774.9000,0,0.0004131710109962460035875336565
O00943,C0190,2025-08-07,2025-08,Online,North,Business,668.00,120.0000,548.0000,0.0000,548.0000,3,0,1,1,548.0000,0,0.0002921895909484356819795695493
O00944,C0061,2025-09-29,2025-09,Online,East,Business,404.00,40.4000,363.6000,0.0000,363.6000,4,0,1,1,363.6000,0,0.0001938688599796554999411888469
O00945,C0198,2025-03-03,2025-03,Online,West,Consumer,1352.00,93.0000,1259.0000,0.0000,1259.0000,6,0,1,1,1259.0000,0,0.0006712895894235046051318942747
O00946,C0159,2025-05-22,2025-05,Store,West,Business,243.00,0.0000,243.0000,0.0000,243.0000,3,0,1,1,243.0000,0,0.0001295658222636311509507945264
O00947,C0084,2025-12-20,2025-12,Store,West,Business,816.00,163.2000,652.8000,0.0000,652.8000,4,0,1,1,652.8000,0,0.0003480681842539029437888010981
O00948,C0147,2025-05-11,2025-05,Store,East,Business,369.00,0.0000,369.0000,369.0000,0.0000,3,3,1,1,0.0000,1,0
O00949,C0085,2025-11-08,2025-11,Store,South,Consumer,2886.00,373.9500,2512.0500,0.0000,2512.0500,12,0,1,1,2512.0500,0,0.001339406682375944990724046873
O00950,C0231,2025-11-09,2025-11,Online,West,Business,1978.00,66.6500,1911.3500,0.0000,1911.3500,12,0,1,1,1911.3500,0,0.001019117836969511935678193901
O00951,C0066,2025-02-18,2025-02,Store,North,Business,1648.00,39.8000,1608.2000,0.0000,1608.2000,7,0,1,1,1608.2000,0,0.0008574804747505004813130360386
O00952,C0093,2025-08-10,2025-08,Online,North,Consumer,2871.00,189.7500,2681.2500,0.0000,2681.2500,11,0,1,1,2681.2500,0,0.001429622884544695569904600099
O00954,C0186,2025-01-18,2025-01,Store,North,Consumer,1119.00,13.0000,1106.0000,175.0000,931.0000,11,5,1,1,931.0000,0.4545454545454545454545454545,0.0004964023890018131750419329386
O00955,C0014,2025-06-17,2025-06,Store,North,Business,1314.00,56.7000,1257.3000,0.0000,1257.3000,6,0,1,1,1257.3000,0,0.0006703831618603433995491109385
O00956,C0132,2025-06-02,2025-06,Store,North,Consumer,1010.00,70.6000,939.4000,0.0000,939.4000,6,0,1,1,939.4000,0,0.0005008812075491979555686270704
O00958,C0241,2025-06-05,2025-06,Online,North,Consumer,400.00,80.0000,320.0000,0.0000,320.0000,5,0,1,1,320.0000,0,0.0001706216589479916391121574010
O00959,C0235,2025-03-27,2025-03,Online,North,Business,840.00,106.2000,733.8000,0.0000,733.8000,9,0,1,1,733.8000,0,0.0003912567916751133274390659403
O00960,C0034,2025-09-09,2025-09,Online,East,Consumer,2684.00,190.3000,2493.7000,159.2000,2334.5000,15,1,1,1,2334.5000,0.06666666666666666666666666667,0.001244738321294020254710410790
O00961,C0179,2025-04-09,2025-04,Store,East,Consumer,2784.00,57.7500,2726.2500,0.0000,2726.2500,16,0,1,1,2726.2500,0,0.001453616555334256894154747233
O00962,C0195,2025-06-22,2025-06,Online,West,Business,2546.00,509.2000,2036.8000,0.0000,2036.8000,12,0,1,1,2036.8000,0,0.001086006859203966782948881858
O00963,C0126,2025-08-02,2025-08,Online,South,Business,2084.00,104.2000,1979.8000,0.0000,1979.8000,10,0,1,1,1979.8000,0,0.001055614876203855772232028821
O00964,C0139,2025-06-26,2025-06,Store,North,Business,390.00,39.0000,351.0000,280.8000,70.2000,5,4,1,1,70.2000,0.8,0.00003743012643171566583022952985
O00965,C0167,2025-11-25,2025-11,Online,West,Consumer,915.00,123.0000,792.0000,0.0000,792.0000,6,0,1,1,792.0000,0,0.0004222886058962793068025895676
O00966,C0275,2025-07-28,2025-07,Store,East,Business,366.00,36.6000,329.4000,0.0000,329.4000,3,0,1,1,329.4000,0,0.0001756336701795888935110770247
O00967,C0132,2025-03-03,2025-03,Online,North,Consumer,2189.00,202.9000,1986.1000,0.0000,1986.1000,10,0,1,1,1986.1000,0,0.001058973990114394357627049419
O00968,C0087,2025-08-24,2025-08,Store,North,Business,1379.00,62.2500,1316.7500,0.0000,1316.7500,6,0,1,1,1316.7500,0,0.0007020814669367749712529164307
O00969,C0149,2025-11-29,2025-11,Online,East,Business,481.00,80.0000,401.0000,0.0000,401.0000,6,0,1,1,401.0000,0,0.0002138102663692020227624222432
O00970,C0260,2025-03-31,2025-03,Online,South,Consumer,2060.00,69.5000,1990.5000,0.0000,1990.5000,10,0,1,1,1990.5000,0,0.001061320037924929242664841584
O00971,C0075,2025-09-02,2025-09,Store,South,Business,1726.00,116.3000,1609.7000,0.0000,1609.7000,8,0,1,1,1609.7000,0,0.0008582802637768191921213742764
O00972,C0071,2025-03-21,2025-03,Store,West,Consumer,2349.00,329.8500,2019.1500,0.0000,2019.1500,10,0,1,1,2019.1500,0,0.001076596008327616619104101926
O00973,C0135,2025-07-09,2025-07,Online,West,Consumer,1731.00,219.4000,1511.6000,0.0000,1511.6000,14,0,1,1,1511.6000,0,0.0008059740614555755052560535232
O00974,C0113,2025-06-17,2025-06,Online,South,Consumer,2155.00,208.9000,1946.1000,0.0000,1946.1000,11,0,1,1,1946.1000,0,0.001037646282745895402738029744
O00975,C0264,2025-07-13,2025-07,Store,South,Business,2170.00,228.5000,1941.5000,0.0000,1941.5000,10,0,1,1,1941.5000,0,0.001035193596398518022925792482
O00976,C0046,2025-09-12,2025-09,Store,West,Consumer,567.00,113.4000,453.6000,0.0000,453.6000,3,0,1,1,453.6000,0,0.0002418562015587781484414831160
O00977,C0170,2025-08-21,2025-08,Store,East,Business,1989.00,293.4000,1695.6000,0.0000,1695.6000,10,0,1,1,1695.6000,0,0.0009040815153506706977455440288
O00978,C0281,2025-01-01,2025-01,Online,North,Business,269.00,13.4500,255.5500,0.0000,255.5500,1,0,1,1,255.5500,0,0.0001362573904504976980472244495
O00979,C0168,2025-08-23,2025-08,Store,North,Business,1881.00,157.2000,1723.8000,0.0000,1723.8000,11,0,1,1,1723.8000,0,0.0009191175490454624609423028997
O00980,C0255,2025-03-16,2025-03,Store,South,Business,386.00,49.2000,336.8000,0.0000,336.8000,6,0,1,1,336.8000,0,0.0001795792960427612001655456646
O00981,C0174,2025-09-28,2025-09,Online,South,Consumer,1254.00,201.0000,1053.0000,0.0000,1053.0000,6,0,1,1,1053.0000,0,0.0005614518964757349874534429478
O00982,C0207,2025-10-19,2025-10,Online,South,Consumer,390.00,54.6000,335.4000,0.0000,335.4000,5,0,1,1,335.4000,0,0.0001788328262848637367444299760
O00983,C0064,2025-05-26,2025-05,Online,North,Business,2054.00,135.9500,1918.0500,0.0000,1918.0500,8,0,1,1,1918.0500,0,0.001022690227953735510622104697
O00984,C0034,2025-04-11,2025-04,Online,East,Consumer,2706.00,135.3000,2570.7000,0.0000,2570.7000,12,0,1,1,2570.7000,0,0.001370678433305006583330071971
O00985,C0214,2025-10-09,2025-10,Store,West,Business,2199.00,168.8000,2030.2000,0.0000,2030.2000,9,0,1,1,2030.2000,0,0.001082487787488164455392193611
O00986,C0072,2025-04-15,2025-04,Store,South,Business,1136.00,113.6000,1022.4000,0.0000,1022.4000,4,0,1,1,1022.4000,0,0.0005451362003388332869633428963
O00987,C0204,2025-07-10,2025-07,Store,South,Consumer,693.00,34.6500,658.3500,0.0000,658.3500,3,0,1,1,658.3500,0,0.0003510274036512821737796525780
O00988,C0134,2025-04-28,2025-04,Store,North,Consumer,402.00,26.8000,375.2000,0.0000,375.2000,3,0,1,1,375.2000,0,0.0002000538951165201968590045527
O00989,C0226,2025-08-03,2025-08,Store,South,Business,2139.00,83.7500,2055.2500,0.0000,2055.2500,15,0,1,1,2055.2500,0,0.001095844264227686925891442183
O00990,C0007,2025-03-28,2025-03,Online,North,Consumer,2965.00,282.5000,2682.5000,0.0000,2682.5000,14,0,1,1,2682.5000,0,0.001430289375399961162244881963
O00991,C0062,2025-06-26,2025-06,Online,West,Business,1169.00,107.2000,1061.8000,0.0000,1061.8000,7,0,1,1,1061.8000,0,0.0005661439920968047575290272763
O00993,C0090,2025-02-27,2025-02,Store,West,Business,279.00,52.3000,226.7000,0.0000,226.7000,3,0,1,1,226.7000,0,0.0001208747815109678268335190088
O00994,C0194,2025-12-25,2025-12,Store,North,Consumer,567.00,0.0000,567.0000,0.0000,567.0000,3,0,1,1,567.0000,0,0.0003023202519484726855518538950
O00995,C0109,2025-12-02,2025-12,Online,West,Business,980.00,68.6000,911.4000,0.0000,911.4000,4,0,1,1,911.4000,0,0.0004859518123912486871463132978
O00996,C0182,2025-03-11,2025-03,Store,West,Business,35.00,0.0000,35.0000,0.0000,35.0000,1,0,1,1,35.0000,0,0.00001866174394743658552789221574
O00997,C0079,2025-08-27,2025-08,Store,West,Business,462.00,92.4000,369.6000,0.0000,369.6000,2,0,1,1,369.6000,0,0.0001970680160849303431745417982
O00998,C0110,2025-06-20,2025-06,Online,West,Consumer,422.00,84.4000,337.6000,0.0000,337.6000,2,0,1,1,337.6000,0,0.0001800058501901311792633260581
