order_line_id,order_id,product_id,quantity,unit_price,discount_rate
L001329,O00541,P016,1,231.00,0.00
L001330,O00541,P019,5,78.00,0.00
L001331,O00542,P008,1,188.00,0.00
L001332,O00542,P004,5,123.00,0.20
L001333,O00543,P009,3,93.00,0.05
L001334,O00543,P010,4,211.00,10%
L001335,O00543,P019,2,$78.00,0.10
L001336,O00544,P004,2,123.00,0.10
L001337,O00544,P014,5,294.00,0.20
L001338,O00544,P016,4,231.00,0.00
L001339,O00544,P001,1,122.00,0.00
L001340,O00545,P008,3,188.00,0.00
L001341,O00546,P012,4,134.00,0.00
L001342,O00546,P019,4,78.00,0.05
L001343,O00546,P022,1,134.00,0.05
L001344,O00547,P020,4,189.00,0.20
L001345,O00547,P001,1,122.00,0.05
L001346,O00548,P019,3,78.00,0.05
L001347,O00549,P016,4,231.00,0.05
L001348,O00549,P017,3,300.00,0.20
L001349,O00550,P013,3,271.00,0.10
L001350,O00550,P020,1,189.00,0.10
L001351,O00550,P003,1,199.00,0.20
L001352,O00550,P023,2,68.00,0.05
L001353,O00551,P007,4,35.00,0.05
L001354,O00551,P014,2,294.00,0.20
L001355,O00551,P020,1,189.00,0.05
L001356,O00551,P020,1,189.00,0.10
L001357,O00552,P014,3,294.00,0.20
L001358,O00552,P015,1,254.00,0.00
L001359,O00552,P016,1,231.00,0.10
L001360,O00552,P011,5,80.00,0.00
L001361,O00553,P012,2,134.00,0.20
L001362,O00553,P011,1,80.00,0.10
L001363,O00553,P005,4,65.00,0.05
L001364,O00554,P013,1,$271.00,0.00
L001365,O00554,P008,2,188.00,5%
L001366,O00554,P005,5,65.00,0.20
L001367,O00555,P017,5,300.00,0.00
L001368,O00555,P012,3,134.00,0.05
L001369,O00555,P002,4,284.00,0.10
L001370,O00555,P004,1,123.00,0.05
L001371,O00556,P004,3,123.00,0.00
L001372,O00556,P015,1,254.00,0.00
L001373,O00557,P015,4,254.00,0.10
L001374,O00558,P002,1,284.00,0.10
L001375,O00559,P022,3,134.00,0.00
L001376,O00559,P003,5,199.00,0.05
L001377,O00559,P002,5,284.00,0.00
L001378,O00560,P002,3,284.00,0.20
L001379,O00560,P003,2,199.00,0.20
L001380,O00561,P005,4,65.00,0.05
L001381,O00561,P021,2,249.00,0.00
L001382,O00562,P020,3,189.00,0.10
L001383,O00562,P010,5,211.00,0.05
L001384,O00563,P016,5,231.00,0.10
L001385,O00563,P022,4,134.00,0.20
L001386,O00563,P011,5,80.00,0.10
L001387,O00563,P003,4,199.00,0.20
L001388,O00564,P004,1,123.00,0.20
L001389,O00565,P007,3,35.00,0.20
L001390,O00565,P003,1,199.00,0.10
L001391,O00565,P020,3,189.00,0.00
L001392,O00565,P022,1,134.00,0.05
L001393,O00566,P018,4,$269.00,0.20
L001394,O00566,P015,1,254.00,0.00
L001395,O00567,P007,2,35.00,0.20
L001396,O00568,P002,4,284.00,5%
L001397,O00568,P023,5,68.00,0.10
L001398,O00569,P011,4,80.00,0.05
L001399,O00569,P009,1,93.00,0.20
L001400,O00569,P011,1,80.00,0.00
L001401,O00569,P004,1,123.00,0.05
L001402,O00570,P004,4,123.00,0.10
L001403,O00570,P020,5,189.00,0.10
L001404,O00570,P004,2,123.00,0.20
L001405,O00571,P012,1,134.00,0.05
L001406,O00571,P017,1,300.00,0.10
L001407,O00572,P024,2,81.00,0.05
L001408,O00572,P006,1,196.00,0.00
L001409,O00572,P013,2,271.00,0.00
L001410,O00573,P004,2,123.00,0.20
L001411,O00573,P020,4,189.00,0.00
L001412,O00573,P007,2,35.00,0.20
L001413,O00574,P024,4,81.00,0.00
L001414,O00574,P024,2,81.00,0.20
L001415,O00575,P007,5,35.00,0.20
L001416,O00576,P005,3,65.00,0.10
L001417,O00576,P013,1,271.00,0.00
L001418,O00577,P011,1,80.00,0.10
L001419,O00577,P002,3,284.00,0.10
L001420,O00578,P020,5,189.00,0.10
L001421,O00578,P019,2,78.00,0.10
L001422,O00578,P019,4,$78.00,0.20
L001423,O00579,P024,4,81.00,0.00
L001424,O00579,P014,1,294.00,0.00
L001425,O00579,P004,3,123.00,0.20
L001426,O00579,P015,4,254.00,0.05
L001427,O00580,P007,3,35.00,10%
L001428,O00580,P009,5,93.00,0.00
L001429,O00581,P002,1,284.00,0.20
L001430,O00581,P004,5,123.00,0.00
L001431,O00582,P003,5,199.00,0.20
L001432,O00582,P018,5,269.00,0.00
L001433,O00582,P003,3,199.00,0.10
L001434,O00582,P023,3,68.00,0.10
L001435,O00583,P022,1,134.00,0.05
L001436,O00584,P024,3,81.00,0.00
L001437,O00584,P005,1,65.00,0.00
L001438,O00585,P009,5,93.00,0.10
L001439,O00586,P004,5,123.00,0.10
L001440,O00586,P011,2,80.00,0.20
L001441,O00586,P013,5,271.00,0.20
L001442,O00587,P013,4,271.00,0.00
L001443,O00587,P012,4,134.00,0.10
L001444,O00587,P021,1,249.00,0.10
L001445,O00588,P019,4,78.00,0.20
L001446,O00589,P017,2,300.00,0.20
L001447,O00590,P013,2,271.00,0.00
L001448,O00590,P004,4,123.00,0.05
L001449,O00590,P005,4,65.00,0.00
L001450,O00590,P008,4,188.00,0.00
L001451,O00591,P008,3,$188.00,0.05
L001452,O00591,P001,4,122.00,0.00
L001453,O00592,P007,5,35.00,0.05
L001454,O00593,P015,1,254.00,0.10
L001455,O00593,P013,5,271.00,0.05
L001456,O00594,P023,4,68.00,0.20
L001457,O00595,P001,2,122.00,0.05
L001458,O00595,P001,2,122.00,5%
L001459,O00595,P004,5,123.00,0.10
L001460,O00595,P011,1,80.00,0.05
L001461,O00596,P016,3,231.00,0.05
L001462,O00596,P018,4,269.00,0.20
L001463,O00597,P017,3,300.00,0.20
L001464,O00597,P006,5,196.00,0.05
L001465,O00597,P019,2,78.00,0.10
L001466,O00597,P013,1,271.00,0.05
L001467,O00598,P009,4,93.00,0.00
L001468,O00598,P017,2,300.00,0.20
L001469,O00598,P010,2,211.00,0.20
L001470,O00598,P003,4,199.00,0.05
L001471,O00599,P010,5,211.00,0.05
L001472,O00599,P007,5,35.00,0.10
L001473,O00599,P015,4,254.00,0.00
L001474,O00600,P023,4,68.00,0.05
L001475,O00600,P011,5,80.00,0.20
L001476,O00600,P016,3,231.00,0.00
L001477,O00600,P010,3,211.00,0.20
L001478,O00601,P006,1,196.00,0.00
L001479,O00601,P017,3,300.00,0.05
L001480,O00601,P024,1,$81.00,0.05
L001481,O00601,P008,3,188.00,0.00
L001482,O00602,P006,2,196.00,0.20
L001483,O00602,P002,4,284.00,0.20
L001484,O00602,P017,5,300.00,0.00
L001485,O00603,P009,4,93.00,0.05
L001486,O00603,P004,5,123.00,0.10
L001487,O00603,P008,3,188.00,0.20
L001488,O00604,P003,5,199.00,0.10
L001489,O00604,P015,2,254.00,10%
L001490,O00604,P003,5,199.00,0.20
L001491,O00605,P022,4,134.00,0.20
L001492,O00606,P015,5,254.00,0.10
L001493,O00606,P022,1,134.00,0.00
L001494,O00606,P020,4,189.00,0.20
L001495,O00606,P005,4,65.00,0.05
L001496,O00607,P018,5,269.00,0.05
L001497,O00607,P015,5,254.00,0.10
L001498,O00608,P010,4,211.00,0.20
L001499,O00608,P013,4,271.00,0.20
L001500,O00608,P002,5,284.00,0.20
L001501,O00609,P013,4,271.00,0.10
L001502,O00609,P006,2,196.00,0.00
L001503,O00610,P017,3,300.00,0.05
L001504,O00610,P014,3,294.00,0.20
L001505,O00610,P012,1,134.00,0.10
L001506,O00610,P017,4,300.00,0.05
L001507,O00611,P015,1,254.00,0.20
L001508,O00612,P002,4,284.00,0.05
L001509,O00612,P008,5,$188.00,0.20
L001510,O00612,P009,5,93.00,0.10
L001511,O00612,P001,4,122.00,0.00
L001512,O00613,P008,4,188.00,0.20
L001513,O00613,P007,5,35.00,0.10
L001514,O00614,P003,1,199.00,0.10
L001515,O00615,P008,1,188.00,0.00
L001516,O00615,P001,3,122.00,0.00
L001517,O00615,P016,5,231.00,0.05
L001518,O00616,P005,5,65.00,0.00
L001519,O00616,P014,5,294.00,0.10
L001520,O00616,P015,4,254.00,20%
L001521,O00617,P006,3,196.00,0.00
L001522,O00618,P001,4,122.00,0.00
L001523,O00619,P024,2,81.00,0.20
L001524,O00619,P016,3,231.00,0.00
L001525,O00619,P006,2,196.00,0.00
L001526,O00620,P006,4,196.00,0.10
L001527,O00621,P009,3,93.00,0.10
L001528,O00621,P001,2,122.00,0.20
L001529,O00621,P020,1,189.00,0.00
L001530,O00622,P020,3,189.00,0.00
L001531,O00622,P020,1,189.00,0.10
L001532,O00622,P014,2,294.00,0.00
L001533,O00623,P001,1,122.00,0.20
L001534,O00624,P008,3,188.00,0.20
L001535,O00624,P003,3,199.00,0.20
L001536,O00624,P003,2,199.00,0.10
L001537,O00624,P004,4,123.00,0.05
L001538,O00625,P013,3,$271.00,0.05
L001539,O00625,P009,5,93.00,0.10
L001540,O00625,P007,1,35.00,0.10
L001541,O00625,P005,5,65.00,0.20
L001542,O00626,P022,3,134.00,0.05
L001543,O00626,P003,4,199.00,0.05
L001544,O00626,P003,5,199.00,0.00
L001545,O00626,P014,1,294.00,0.00
L001546,O00627,P005,4,65.00,0.05
L001547,O00627,P014,4,294.00,0.10
L001548,O00628,P003,4,199.00,0.05
L001549,O00628,P023,5,68.00,0.20
L001550,O00628,P014,5,294.00,0.00
L001551,O00628,P013,3,271.00,10%
L001552,O00629,P015,1,254.00,0.00
L001553,O00629,P018,4,269.00,0.00
L001554,O00629,P012,5,134.00,0.10
L001555,O00630,P001,2,122.00,0.05
L001556,O00630,P019,3,78.00,0.05
L001557,O00630,P001,2,122.00,0.00
L001558,O00630,P017,3,300.00,0.05
L001559,O00631,P014,2,294.00,0.05
L001560,O00631,P012,2,134.00,0.00
L001561,O00631,P011,1,80.00,0.10
L001562,O00631,P014,1,294.00,0.10
L001563,O00632,P018,2,269.00,0.10
L001564,O00632,P011,2,80.00,0.00
L001565,O00632,P012,2,134.00,0.20
L001566,O00632,P019,3,78.00,0.05
L001567,O00633,P011,4,$80.00,0.05
L001568,O00633,P024,1,81.00,0.20
L001569,O00633,P014,3,294.00,0.05
L001570,O00634,P006,1,196.00,0.20
L001571,O00635,P015,2,254.00,0.05
L001572,O00635,P013,2,271.00,0.10
L001573,O00635,P009,5,93.00,0.00
L001574,O00635,P009,4,93.00,0.05
L001575,O00636,P017,1,300.00,0.05
L001576,O00637,P002,3,284.00,0.20
L001577,O00637,P023,4,68.00,0.00
L001578,O00637,P005,5,65.00,0.00
L001579,O00637,P016,4,231.00,0.05
L001580,O00638,P017,5,300.00,0.00
L001581,O00638,P024,4,81.00,0.20
L001582,O00638,P019,3,78.00,5%
L001583,O00639,P014,4,294.00,0.10
L001584,O00640,P021,1,249.00,0.05
L001585,O00640,P012,1,134.00,0.00
L001586,O00641,P012,4,134.00,0.00
L001587,O00641,P019,1,78.00,0.00
L001588,O00641,P023,2,68.00,0.20
L001589,O00641,P019,1,78.00,0.10
L001590,O00642,P005,5,65.00,0.10
L001591,O00642,P003,5,199.00,0.00
L001592,O00642,P023,2,68.00,0.05
L001593,O00642,P010,5,211.00,0.20
L001594,O00643,P004,4,123.00,0.00
L001595,O00643,P003,5,199.00,0.20
L001596,O00643,P019,4,$78.00,0.10
L001597,O00644,P005,5,65.00,0.00
L001598,O00644,P020,4,189.00,0.20
L001599,O00644,P015,2,254.00,0.10
L001600,O00645,P006,2,196.00,0.20
L001601,O00645,P002,4,284.00,0.10
L001602,O00645,P015,5,254.00,0.05
L001603,O00646,P007,5,35.00,0.05
L001604,O00647,P007,4,35.00,0.05
L001605,O00647,P015,5,254.00,0.20
L001606,O00647,P005,3,65.00,0.05
L001607,O00648,P004,1,123.00,0.10
L001608,O00648,P012,5,134.00,0.20
L001609,O00649,P004,3,123.00,0.20
L001610,O00649,P014,4,294.00,0.20
L001611,O00649,P002,2,284.00,0.05
L001612,O00650,P002,2,284.00,0.05
L001613,O00650,P012,3,134.00,20%
L001614,O00651,P003,5,199.00,0.00
L001615,O00652,P010,3,211.00,0.05
L001616,O00653,P017,2,300.00,0.10
L001617,O00653,P010,3,211.00,0.00
L001618,O00654,P023,5,68.00,0.05
L001619,O00654,P016,5,231.00,0.10
L001620,O00654,P020,3,189.00,0.20
L001621,O00655,P020,3,189.00,0.05
L001622,O00655,P001,2,122.00,0.00
L001623,O00656,P012,4,134.00,0.05
L001624,O00657,P004,2,123.00,0.05
L001625,O00658,P009,1,$93.00,0.10
L001626,O00658,P002,4,284.00,0.10
L001627,O00658,P002,5,284.00,0.20
L001628,O00658,P011,5,80.00,0.00
L001629,O00659,P006,4,196.00,0.00
L001630,O00659,P015,3,254.00,0.00
L001631,O00660,P004,1,123.00,0.10
L001632,O00661,P017,4,300.00,0.10
L001633,O00661,P015,4,254.00,0.00
L001634,O00661,P008,2,188.00,0.00
L001635,O00662,P006,4,196.00,0.20
L001636,O00662,P011,4,80.00,0.00
L001637,O00663,P004,3,123.00,0.20
L001638,O00663,P008,1,188.00,0.20
L001639,O00663,P019,5,78.00,0.00
L001640,O00664,P003,4,199.00,0.10
L001641,O00665,P003,4,199.00,0.05
L001642,O00665,P013,2,271.00,0.20
L001643,O00665,P015,3,254.00,0.00
L001644,O00666,P002,1,284.00,20%
L001645,O00666,P015,2,254.00,0.10
L001646,O00667,P021,3,249.00,0.10
L001647,O00667,P001,4,122.00,0.05
L001648,O00667,P010,5,211.00,0.05
L001649,O00667,P007,5,35.00,0.20
L001650,O00668,P015,2,254.00,0.10
L001651,O00669,P018,5,269.00,0.05
L001652,O00669,P014,4,294.00,0.05
L001653,O00670,P010,5,211.00,0.20
L001654,O00670,P017,3,$300.00,0.05
L001655,O00671,P016,4,231.00,0.20
L001656,O00671,P015,5,254.00,0.10
L001657,O00671,P022,5,134.00,0.00
L001658,O00671,P017,3,300.00,0.05
L001659,O00672,P023,5,68.00,0.20
L001660,O00672,P015,4,254.00,0.20
L001661,O00672,P006,4,196.00,0.05
L001662,O00673,P005,3,65.00,0.05
L001663,O00673,P018,2,269.00,0.00
L001664,O00674,P023,5,68.00,0.10
L001665,O00675,P022,3,134.00,0.00
L001666,O00675,P004,1,123.00,0.10
L001667,O00676,P019,1,78.00,0.00
L001668,O00676,P018,3,269.00,0.00
L001669,O00676,P017,3,300.00,0.10
L001670,O00677,P020,4,189.00,0.00
L001671,O00677,P006,2,196.00,0.00
L001672,O00678,P017,4,300.00,0.00
L001673,O00678,P006,5,196.00,0.10
L001674,O00679,P002,3,284.00,0.20
L001675,O00679,P005,4,65.00,10%
L001676,O00680,P011,4,80.00,0.00
L001677,O00681,P021,4,249.00,0.20
L001678,O00681,P006,4,196.00,0.20
L001679,O00681,P005,1,65.00,0.20
L001680,O00681,P017,5,300.00,0.05
L001681,O00682,P013,2,271.00,0.00
L001682,O00682,P004,3,123.00,0.20
L001683,O00682,P010,2,$211.00,0.00
L001684,O00683,P002,2,284.00,0.20
L001685,O00684,P005,4,65.00,0.00
L001686,O00684,P005,5,65.00,0.05
L001687,O00684,P019,4,78.00,0.10
L001688,O00684,P021,5,249.00,0.20
L001689,O00685,P009,2,93.00,0.20
L001690,O00685,P022,3,134.00,0.00
L001691,O00686,P007,4,35.00,0.20
L001692,O00686,P016,3,231.00,0.00
L001693,O00686,P013,2,271.00,0.10
L001694,O00687,P008,1,188.00,0.00
L001695,O00687,P002,2,284.00,0.05
L001696,O00687,P007,2,35.00,0.05
L001697,O00687,P012,2,134.00,0.20
L001698,O00688,P012,3,134.00,0.20
L001699,O00688,P014,3,294.00,0.00
L001700,O00688,P021,1,249.00,0.00
L001701,O00689,P014,3,294.00,0.05
L001702,O00690,P016,4,231.00,0.05
L001703,O00690,P010,5,211.00,0.20
L001704,O00690,P001,4,122.00,0.20
L001705,O00691,P004,1,123.00,0.00
L001706,O00691,P006,2,196.00,0%
L001707,O00691,P017,1,300.00,0.20
L001708,O00692,P016,4,231.00,0.05
L001709,O00692,P003,5,199.00,0.10
L001710,O00693,P015,3,254.00,0.05
L001711,O00693,P001,4,122.00,0.20
L001712,O00694,P002,1,$284.00,0.00
L001713,O00694,P012,5,134.00,0.10
L001714,O00695,P019,2,78.00,0.10
L001715,O00696,P005,2,65.00,0.10
L001716,O00697,P003,1,199.00,0.00
L001717,O00697,P024,3,81.00,0.05
L001718,O00697,P011,5,80.00,0.20
L001719,O00698,P021,4,249.00,0.10
L001720,O00698,P010,5,211.00,0.05
L001721,O00698,P013,1,271.00,0.20
L001722,O00698,P013,4,271.00,0.00
L001723,O00699,P016,5,231.00,0.00
L001724,O00699,P001,5,122.00,0.10
L001725,O00700,P002,1,284.00,0.20
L001726,O00701,P001,5,122.00,0.00
L001727,O00701,P002,2,284.00,0.20
L001728,O00702,P001,5,122.00,0.20
L001729,O00702,P006,1,196.00,0.20
L001730,O00703,P004,2,123.00,0.10
L001731,O00703,P003,1,199.00,0.05
L001732,O00704,P008,4,188.00,0.10
L001733,O00704,P014,2,294.00,0.20
L001734,O00705,P011,2,80.00,0.10
L001735,O00705,P022,5,134.00,0.00
L001736,O00706,P008,3,188.00,0.20
L001737,O00706,P002,4,284.00,10%
L001738,O00707,P001,3,122.00,0.00
L001739,O00707,P013,4,271.00,0.10
L001740,O00707,P005,2,65.00,0.00
L001741,O00708,P004,4,$123.00,0.00
L001742,O00709,P019,2,78.00,0.20
L001743,O00709,P015,5,254.00,0.20
L001744,O00709,P005,3,65.00,0.20
L001745,O00710,P019,2,78.00,0.00
L001746,O00710,P017,4,300.00,0.00
L001747,O00710,P010,5,211.00,0.05
L001748,O00711,P006,3,196.00,0.10
L001749,O00712,P008,3,188.00,0.10
L001750,O00712,P004,2,123.00,0.00
L001751,O00712,P014,3,294.00,0.05
L001752,O00712,P003,3,199.00,0.10
L001753,O00713,P019,3,78.00,0.20
L001754,O00714,P014,1,294.00,0.20
L001755,O00714,P019,2,78.00,0.00
L001756,O00714,P010,3,211.00,0.20
L001757,O00714,P010,3,211.00,0.20
L001758,O00715,P008,3,188.00,0.20
L001759,O00715,P019,1,78.00,0.10
L001760,O00716,P016,5,231.00,0.20
L001761,O00716,P024,4,81.00,0.20
L001762,O00717,P008,3,188.00,0.10
L001763,O00717,P017,1,300.00,0.00
L001764,O00717,P003,1,199.00,0.20
L001765,O00718,P007,5,35.00,0.05
L001766,O00718,P024,5,81.00,0.05
L001767,O00718,P007,1,35.00,0.05
L001768,O00719,P017,1,300.00,20%
L001769,O00719,P024,4,81.00,0.00
L001770,O00719,P024,5,$81.00,0.00
L001771,O00719,P006,5,196.00,0.20
L001772,O00720,P023,5,68.00,0.20
L001773,O00720,P014,3,294.00,0.10
L001774,O00721,P018,1,269.00,0.05
L001775,O00721,P005,4,65.00,0.20
L001776,O00721,P005,1,65.00,0.00
L001777,O00722,P007,4,35.00,0.10
L001778,O00722,P012,4,134.00,0.10
L001779,O00723,P012,2,134.00,0.05
L001780,O00723,P023,3,68.00,0.00
L001781,O00724,P021,1,249.00,0.05
L001782,O00724,P014,4,294.00,0.10
L001783,O00724,P024,4,81.00,0.05
L001784,O00724,P014,2,294.00,0.00
L001785,O00725,P008,1,188.00,0.10
L001786,O00726,P024,1,81.00,0.05
L001787,O00726,P014,1,294.00,0.10
L001788,O00727,P011,1,80.00,0.10
L001789,O00728,P006,2,196.00,0.05
L001790,O00728,P023,5,68.00,0.05
L001791,O00728,P014,5,294.00,0.10
L001792,O00729,P019,3,78.00,0.05
L001793,O00730,P010,5,211.00,0.00
L001794,O00730,P020,4,189.00,0.10
L001795,O00730,P008,2,188.00,0.20
L001796,O00730,P021,4,249.00,0.20
L001797,O00731,P008,1,188.00,0.20
L001798,O00731,P009,1,93.00,0.00
L001799,O00732,P003,5,$199.00,20%
L001800,O00732,P006,3,196.00,0.10
L001801,O00732,P008,1,188.00,0.20
L001802,O00733,P004,5,123.00,0.00
L001803,O00733,P005,3,65.00,0.00
L001804,O00733,P023,2,68.00,0.05
L001805,O00733,P014,4,294.00,0.00
L001806,O00734,P016,1,231.00,0.10
L001807,O00734,P009,1,93.00,0.10
L001808,O00734,P013,4,271.00,0.10
L001809,O00734,P017,3,300.00,0.10
L001810,O00735,P007,4,35.00,0.05
L001811,O00735,P018,5,269.00,0.10
L001812,O00735,P008,2,188.00,0.10
L001813,O00736,P021,3,249.00,0.20
L001814,O00736,P006,4,196.00,0.10
L001815,O00736,P007,1,35.00,0.00
L001816,O00737,P022,4,134.00,0.05
L001817,O00737,P008,3,188.00,0.00
L001818,O00737,P019,1,78.00,0.05
L001819,O00737,P007,2,35.00,0.05
L001820,O00738,P001,5,122.00,0.20
L001821,O00739,P010,2,211.00,0.10
L001822,O00740,P013,2,271.00,0.20
L001823,O00740,P013,3,271.00,0.00
L001824,O00741,P002,2,284.00,0.10
L001825,O00741,P004,1,123.00,0.05
L001826,O00741,P018,2,269.00,0.20
L001827,O00742,P015,2,254.00,0.20
L001828,O00743,P024,1,$81.00,0.20
L001829,O00743,P019,2,78.00,0.20
L001830,O00743,P014,1,294.00,0%
L001831,O00744,P011,3,80.00,0.00
L001832,O00744,P003,2,199.00,0.20
L001833,O00744,P002,1,284.00,0.20
L001834,O00745,P019,5,78.00,0.10
L001835,O00746,P004,2,123.00,0.10
L001836,O00746,P021,5,249.00,0.00
L001837,O00747,P002,2,284.00,0.05
L001838,O00747,P010,5,211.00,0.00
L001839,O00747,P017,3,300.00,0.00
L001840,O00748,P011,3,80.00,0.05
L001841,O00749,P007,4,35.00,0.20
L001842,O00749,P024,5,81.00,0.20
L001843,O00750,P018,3,269.00,0.00
L001844,O00751,P014,1,294.00,0.05
L001845,O00751,P019,5,78.00,0.00
L001846,O00751,P021,3,249.00,0.05
L001847,O00751,P024,3,81.00,0.20
L001848,O00752,P007,3,35.00,0.00
L001849,O00752,P002,1,284.00,0.05
L001850,O00752,P020,1,189.00,0.05
L001851,O00753,P007,4,35.00,0.10
L001852,O00753,P016,4,231.00,0.05
L001853,O00753,P020,4,189.00,0.20
L001854,O00753,P021,1,249.00,0.00
L001855,O00754,P004,5,123.00,0.10
L001856,O00754,P014,5,294.00,0.00
L001857,O00754,P003,2,$199.00,0.00
L001858,O00754,P006,1,196.00,0.05
L001859,O00755,P006,2,196.00,0.05
L001860,O00755,P017,3,300.00,0.05
L001861,O00755,P011,5,80.00,20%
L001862,O00755,P021,3,249.00,0.10
L001863,O00756,P018,4,269.00,0.10
L001864,O00756,P001,4,122.00,0.00
L001865,O00756,P019,4,78.00,0.10
L001866,O00756,P007,1,35.00,0.10
L001867,O00757,P001,5,122.00,0.20
L001868,O00757,P020,2,189.00,0.05
L001869,O00757,P013,4,271.00,0.10
L001870,O00757,P024,5,81.00,0.00
L001871,O00758,P004,5,123.00,0.05
L001872,O00759,P004,3,123.00,0.05
L001873,O00760,P017,5,300.00,0.20
L001874,O00760,P023,5,68.00,0.10
L001875,O00761,P009,4,93.00,0.10
L001876,O00762,P014,5,294.00,0.20
L001877,O00763,P008,4,188.00,0.00
L001878,O00763,P017,5,300.00,0.00
L001879,O00764,P011,1,80.00,0.00
L001880,O00765,P015,1,254.00,0.00
L001881,O00766,P008,3,188.00,0.20
L001882,O00766,P005,4,65.00,0.05
L001883,O00767,P007,3,35.00,0.00
L001884,O00767,P016,1,231.00,0.20
L001885,O00768,P024,2,81.00,0.20
L001886,O00769,P006,2,$196.00,0.10
L001887,O00769,P018,5,269.00,0.10
L001888,O00770,P010,1,211.00,0.05
L001889,O00771,P009,5,93.00,0.20
L001890,O00771,P023,3,68.00,0.05
L001891,O00771,P014,2,294.00,0.05
L001892,O00772,P001,2,122.00,10%
L001893,O00772,P003,4,199.00,0.20
L001894,O00772,P014,1,294.00,0.05
L001895,O00772,P015,3,254.00,0.20
L001896,O00773,P023,3,68.00,0.20
L001897,O00774,P011,5,80.00,0.05
L001898,O00774,P024,4,81.00,0.00
L001899,O00774,P008,4,188.00,0.05
L001900,O00775,P008,5,188.00,0.10
L001901,O00775,P006,2,196.00,0.00
L001902,O00775,P017,5,300.00,0.05
L001903,O00775,P021,4,249.00,0.00
L001904,O00776,P003,3,199.00,0.10
L001905,O00777,P001,1,122.00,0.10
L001906,O00777,P001,2,122.00,0.00
L001907,O00777,P022,1,134.00,0.10
L001908,O00778,P004,2,123.00,0.00
L001909,O00778,P016,3,231.00,0.20
L001910,O00778,P014,2,294.00,0.10
L001911,O00778,P012,3,134.00,0.10
L001912,O00779,P008,2,188.00,0.05
L001913,O00779,P011,1,80.00,0.05
L001914,O00779,P019,1,78.00,0.20
L001915,O00780,P015,3,$254.00,0.10
L001916,O00781,P013,2,271.00,0.05
L001917,O00782,P018,2,269.00,0.00
L001918,O00782,P001,2,122.00,0.10
L001919,O00782,P014,2,294.00,0.20
L001920,O00782,P021,5,249.00,0.05
L001921,O00783,P022,5,134.00,0.20
L001922,O00783,P004,3,123.00,0.00
L001923,O00784,P005,1,65.00,5%
L001924,O00784,P017,3,300.00,0.05
L001925,O00784,P010,1,211.00,0.05
L001926,O00785,P017,2,300.00,0.20
L001927,O00785,P020,2,189.00,0.10
L001928,O00785,P007,5,35.00,0.20
L001929,O00785,P019,1,78.00,0.00
L001930,O00786,P003,4,199.00,0.05
L001931,O00786,P020,5,189.00,0.10
L001932,O00786,P010,1,211.00,0.20
L001933,O00787,P008,3,188.00,0.20
L001934,O00788,P020,4,189.00,0.05
L001935,O00789,P002,2,284.00,0.20
L001936,O00789,P016,2,231.00,0.10
L001937,O00790,P004,1,123.00,0.00
L001938,O00790,P024,3,81.00,0.00
L001939,O00791,P007,3,35.00,0.00
L001940,O00791,P021,2,249.00,0.00
L001941,O00791,P007,1,35.00,0.10
L001942,O00791,P004,3,123.00,0.10
L001943,O00792,P017,2,300.00,0.00
L001944,O00792,P007,4,$35.00,0.20
L001945,O00792,P008,5,188.00,0.20
L001946,O00792,P022,1,134.00,0.05
L001947,O00793,P023,4,68.00,0.10
L001948,O00793,P015,3,254.00,0.20
L001949,O00793,P022,3,134.00,0.10
L001950,O00793,P019,2,78.00,0.05
L001951,O00794,P011,1,80.00,0.20
L001952,O00795,P014,3,294.00,0.05
L001953,O00795,P013,1,271.00,0.20
L001954,O00795,P004,1,123.00,20%
L001955,O00796,P019,4,78.00,0.10
L001956,O00797,P006,5,196.00,0.20
L001957,O00798,P014,4,294.00,0.20
L001958,O00798,P017,2,300.00,0.05
L001959,O00798,P024,4,81.00,0.05
L001960,O00799,P006,5,196.00,0.05
L001961,O00800,P009,4,93.00,0.10
L001962,O00800,P001,3,122.00,0.20
L001963,O00800,P005,1,65.00,0.10
L001964,O00801,P017,2,300.00,0.10
L001965,O00801,P014,3,294.00,0.20
L001966,O00801,P007,2,35.00,0.10
L001967,O00801,P003,5,199.00,0.10
L001968,O00802,P010,3,211.00,0.20
L001969,O00802,P018,5,269.00,0.10
L001970,O00802,P009,5,93.00,0.10
L001971,O00802,P021,3,249.00,0.05
L001972,O00803,P002,4,284.00,0.20
L001973,O00803,P015,1,$254.00,0.20
L001974,O00803,P002,5,284.00,0.20
L001975,O00803,P005,3,65.00,0.05
L001976,O00804,P002,3,284.00,0.10
L001977,O00804,P003,5,199.00,0.00
L001978,O00805,P022,3,134.00,0.00
L001979,O00806,P017,3,300.00,0.05
L001980,O00807,P007,3,35.00,0.20
L001981,O00808,P009,5,93.00,0.05
L001982,O00808,P003,3,199.00,0.10
L001983,O00808,P020,2,189.00,0.00
L001984,O00809,P014,5,294.00,0.20
L001985,O00810,P019,2,78.00,20%
L001986,O00810,P015,2,254.00,0.10
L001987,O00811,P001,5,122.00,0.00
L001988,O00811,P011,4,80.00,0.10
L001989,O00811,P013,4,271.00,0.10
L001990,O00812,P024,1,81.00,0.20
L001991,O00812,P002,5,284.00,0.00
L001992,O00813,P007,1,35.00,0.05
L001993,O00813,P017,1,300.00,0.00
