order_id,customer_id,order_date,channel,status
O01251,C0076,2025-08-10,Store,Completed
O01252,C0119,2025-11-08,Online,Completed
O01253,C0009,2025-07-18,Store,Completed
O01254,C0048,2025-05-06,Online,Completed
O01255,C0254,07/27/2025, retail ,Completed
O01256,C0082,2025-09-01,Online,Completed
O01257,C0110,2025-12-20,Online,Completed
O01258,C0088,2025-06-06,Online,Completed
O01259,C0110,2025-12-10,Online,Completed
O01260,C0091,2025-01-31,Online,Completed
O01261,C0138,2025-10-08,Online,Completed
O01262,C0030,2025-03-28,Store,Completed
O01263,C0199,2025-03-21,Store,Completed
O01264,C0269,2025-02-01,Store,Completed
O01265,C0210,2025-12-06,Store,Completed
O01266,C0087,2025-04-17, retail , COMPLETED 
O01267,C0222,2025-03-15,Store,Completed
O01268,C0192,2025-12-13,Online,Completed
O01269,C0225,2025-06-09,Online,Completed
O01270,C0238,2025-09-10,Online,Cancelled
O01271,C0054,2025-08-24,Store,Cancelled
O01272,C0194,2025-11-14,Store,Completed
O01273,C0145,2025-12-18,Store,Completed
O01274,C0099,06/03/2025,Online,Completed
O01275,C0129,2025-09-12,Online,Completed
O01276,C0013,2025-02-09,Online,Completed
O01277,C0004,2025-02-16, retail ,Completed
O01278,C0139,2025-10-06,Store,Completed
O01279,C0036,2025-05-20,Store,Completed
O01280,C0074,2025-02-16,Online,Cancelled
O01281,C0171,2025-09-08,Store,Completed
O01282,C0132,2025-06-10,Online,Completed
O01283,C0094,2025-04-07,Store,Completed
O01284,C0063,2025-06-07,Store,Completed
O01285,C0241,2025-10-25,Online,Completed
O01286,C0027,2025-10-15,Store,Completed
O01287,C0168,2025-04-23,Store,Completed
O01288,C0292,2025-10-18, retail ,Completed
O01289,C0217,2025-04-06,Store, COMPLETED 
O01290,C0252,2025-10-06,Online,Completed
O01291,C0125,2025-09-18,Online,Completed
O01292,C0159,2025-02-09,Store,Completed
O01293,C0197,04/08/2025,Store,Completed
O01294,C0071,2025-02-02,Store,Completed
O01295,C0162,2025-06-10,Store,Completed
O01296,C0293,2025-01-06,Online,Completed
O01297,C0261,2025-10-09,Store,Cancelled
O01298,C0179,2025-10-30,Store,Cancelled
O01299,C0251,2025-10-17, web ,Completed
O01300,C0061,2025-02-09,Store,Completed
O01301,C0090,2025-12-04,Store,Completed
O01302,C0227,2025-03-24,Store,Completed
O01303,C0059,2025-05-02,Store,Completed
O01304,C0277,2025-11-06,Online,Completed
O01305,C0069,2025-11-04,Online,Completed
O01306,C0040,2025-08-05,Store,Completed
O01307,C0013,2025-05-27,Store,Completed
O01308,C0193,2025-10-26,Online,Completed
O01309,C0092,2025-02-22,Online,Completed
O01310,C0140,2025-10-25, retail ,Completed
O01311,C0162,2025-07-15,Store,Completed
O01312,C0246,10/20/2025,Store, COMPLETED 
O01313,C0287,2025-03-02,Online,Completed
O01314,C0008,2025-08-30,Online,Completed
O01315,C0233,2025-09-19,Store,Completed
O01316,C0202,2025-03-19,Store,Cancelled
O01317,C0110,2025-07-24,Online,Completed
O01318,C0097,2025-12-15,Online,Cancelled
O01319,C0029,2025-12-07,Online,Completed
O01320,C0277,2025-03-19,Online,Completed
O01321,C0078,2025-04-27, web ,Completed
O01322,C0276,2025-09-09,Store,Completed
O01323,C0071,2025-01-04,Online,Completed
O01324,C0122,2025-06-05,Online,Completed
O01325,C0198,2025-06-03,Online,Completed
O01326,C0204,2025-08-19,Store,Completed
O01327,C0205,2025-05-13,Online,Completed
O01328,C0058,2025-08-03,Store,Completed
O01329,C0079,2025-02-15,Store,Completed
O01330,C0178,2025-02-13,Store,Cancelled
O01331,C0155,08/13/2025,Online,Completed
O01332,C0048,2025-09-02, web ,Completed
O01333,C0028,2025-07-16,Store,Completed
O01334,C0128,2025-08-16,Store,Completed
O01335,C0053,2025-02-08,Online, COMPLETED 
O01336,C0242,2025-09-12,Online,Completed
O01337,C0175,2025-08-19,Store,Completed
O01338,C0288,2025-01-20,Store,Cancelled
O01339,C0028,2025-10-02,Online,Completed
O01340,C0184,2025-06-24,Store,Completed
O01341,C0225,2025-01-28,Store,Completed
O01342,C0225,2025-03-15,Online,Completed
O01343,C0205,2025-02-25, retail ,Cancelled
O01344,C0119,2025-10-18,Online,Completed
O01345,C0027,2025-01-20,Store,Completed
O01346,C0133,2025-10-03,Store,Completed
O01347,C0047,2025-07-22,Store,Completed
O01348,C0009,2025-07-24,Store,Completed
O01349,C0297,2025-07-25,Online,Completed
O01350,C0184,11/20/2025,Store,Completed
O01351,C0255,2025-09-07,Store,Completed
O01352,C0230,2025-04-26,Store,Completed
O01353,C0023,2025-03-08,Online,Completed
O01354,C0296,2025-09-03, web ,Completed
O01355,C0009,2025-05-13,Online,Completed
O01356,C0161,2025-02-01,Store,Completed
O01357,C0257,2025-07-18,Store,Completed
O01358,C0129,2025-09-01,Store, CANCELLED 
O01359,C0191,2025-12-19,Online,Completed
O01360,C0142,2025-06-08,Online,Completed
O01361,C0050,2025-07-27,Online,Completed
O01362,C0245,2025-05-09,Online,Completed
O01363,C0300,2025-11-25,Online,Completed
O01364,C0117,2025-08-03,Store,Completed
O01365,C0163,2025-07-31, retail ,Completed
O01366,C0216,2025-10-26,Online,Completed
O01367,C0035,2025-04-02,Online,Completed
O01368,C0060,2025-08-22,Store,Completed
O01369,C0220,12/22/2025,Online,Completed
O01370,C0169,2025-03-04,Store,Cancelled
O01371,C0095,2025-02-05,Store,Completed
O01372,C0142,2025-03-20,Online,Cancelled
O01373,C0047,2025-06-22,Online,Completed
O01374,C0147,2025-09-21,Store,Completed
O01375,C0005,2025-04-27,Online,Completed
O01376,C0054,2025-05-16, web ,Completed
O01377,C0261,2025-10-16,Store,Cancelled
O01378,C0198,2025-07-04,Online,Completed
O01379,C0045,2025-04-04,Store,Completed
O01380,C0270,2025-01-11,Online,Completed
O01381,C0001,2025-06-08,Store, COMPLETED 
O01382,C0075,2025-04-25,Store,Completed
O01383,C0146,2025-07-21,Store,Completed
O01384,C0085,2025-02-21,Online,Completed
O01385,C0033,2025-04-12,Store,Completed
O01386,C0247,2025-11-10,Store,Completed
O01387,C0266,2025-06-26, web ,Completed
O01388,C0038,01/31/2025,Online,Completed
O01389,C0018,2025-10-09,Online,Completed
O01390,C0279,2025-02-17,Store,Completed
O01391,C0029,2025-01-08,Store,Completed
O01392,C0169,2025-07-07,Store,Completed
O01393,C0183,2025-09-14,Online,Completed
O01394,C0187,2025-04-14,Store,Cancelled
O01395,C0215,2025-02-02,Store,Completed
O01396,C0113,2025-11-13,Store,Cancelled
O01397,C0081,2025-09-16,Store,Cancelled
O01398,C0264,2025-06-10, web ,Completed
O01399,C0141,2025-08-12,Online,Completed
O01400,C0147,2025-12-29,Online,Completed
O01401,C0053,2025-02-06,Store,Completed
O01402,C0278,2025-04-16,Online,Completed
O01403,C0071,2025-02-20,Store,Completed
O01404,C0045,2025-03-26,Online, COMPLETED 
O01405,C0274,2025-06-12,Online,Cancelled
O01406,C0269,2025-11-10,Store,Completed
O01407,C0007,07/31/2025,Store,Completed
O01408,C0053,2025-03-29,Store,Completed
O01409,C0095,2025-08-16, web ,Cancelled
O01410,C0090,2025-05-15,Online,Completed
O01411,C0092,2025-10-07,Online,Completed
O01412,C0156,2025-12-11,Online,Completed
O01413,C0206,2025-10-02,Store,Completed
O01414,C0018,2025-12-14,Online,Completed
O01415,C0204,2025-02-16,Store,Completed
O01416,C0173,2025-08-26,Online,Completed
O01417,C0138,2025-04-29,Store,Completed
O01418,C0222,2025-05-06,Store,Completed
O01419,C0086,2025-02-09,Online,Completed
O01420,C0244,2025-04-27, retail ,Cancelled
O01421,C0026,2025-02-12,Store,Completed
O01422,C0224,2025-09-14,Store,Completed
O01423,C0264,2025-01-27,Online,Completed
O01424,C0049,2025-07-02,Store,Completed
O01425,C0050,2025-07-06,Store,Completed
O01426,C0179,10/19/2025,Online,Completed
O01427,C0041,2025-11-10,Online, COMPLETED 
O01428,C0076,2025-12-28,Store,Completed
O01429,C0062,2025-03-03,Store,Completed
O01430,C0031,2025-07-18,Store,Cancelled
O01431,C0293,2025-09-15, retail ,Completed
O01432,C0195,2025-04-23,Online,Completed
O01433,C0265,2025-01-17,Online,Completed
O01434,C0021,2025-10-15,Store,Cancelled
O01435,C0070,2025-03-18,Online,Completed
O01436,C0229,2025-05-17,Online,Completed
O01437,C0094,2025-12-08,Online,Completed
O01438,C0264,2025-04-01,Store,Completed
O01439,C0177,2025-08-07,Store,Completed
O01440,C0106,2025-01-16,Store,Completed
O01441,C0208,2025-11-23,Online,Completed
O01442,C0240,2025-09-10, web ,Completed
O01443,C0043,2025-05-31,Online,Completed
O01444,C0046,2025-06-11,Online,Completed
O01445,C0056,10/09/2025,Store,Completed
O01446,C0190,2025-10-30,Store,Completed
O01447,C0249,2025-12-29,Online,Completed
O01448,C0052,2025-08-21,Online,Completed
O01449,C0252,2025-01-11,Store,Completed
O01450,C0251,2025-04-06,Online, COMPLETED 
O01451,C0266,2025-10-29,Online,Completed
O01452,C0183,2025-11-08,Online,Cancelled
O01453,C0262,2025-09-03, web ,Completed
O01454,C0083,2025-04-04,Online,Completed
O01455,C0285,2025-08-22,Store,Completed
O01456,C0219,2025-06-30,Store,Completed
O01457,C0248,2025-06-19,Store,Completed
O01458,C0038,2025-11-25,Online,Completed
O01459,C0158,2025-04-10,Online,Completed
O01460,C0109,2025-09-10,Online,Completed
O01461,C0100,2025-04-24,Store,Completed
O01462,C0256,2025-11-22,Online,Completed
O01463,C0004,2025-11-23,Online,Completed
O01464,C0120,01/15/2025, retail ,Completed
O01465,C0031,2025-07-28,Online,Completed
O01466,C0193,2025-07-16,Store,Completed
O01467,C0011,2025-01-29,Online,Completed
O01468,C0239,2025-05-12,Online,Completed
O01469,C0124,2025-10-18,Online,Cancelled
O01470,C0115,2025-01-15,Store,Completed
O01471,C0144,2025-01-01,Store,Completed
O01472,C0273,2025-03-23,Store,Cancelled
O01473,C0077,2025-12-28,Online, COMPLETED 
O01474,C0142,2025-09-14,Store,Completed
O01475,C0093,2025-03-25, web ,Cancelled
O01476,C0108,2025-11-19,Store,Completed
O01477,C0264,2025-04-06,Store,Completed
O01478,C0160,2025-08-17,Store,Completed
O01479,C0051,2025-06-04,Online,Completed
O01480,C0282,2025-09-07,Online,Completed
O01481,C0233,2025-12-09,Store,Completed
O01482,C0052,2025-07-03,Store,Cancelled
O01483,C0178,08/23/2025,Online,Completed
O01484,C0055,2025-02-14,Store,Completed
O01485,C0081,2025-01-14,Online,Completed
O01486,C0074,2025-02-13, retail ,Completed
O01487,C0165,2025-05-03,Online,Completed
O01488,C0120,2025-08-05,Online,Completed
O01489,C0294,2025-07-31,Online,Completed
O01490,C0053,2025-10-10,Online,Completed
O01491,C0193,2025-06-07,Store,Completed
O01492,C0032,2025-07-01,Store,Completed
O01493,C0121,2025-06-22,Online,Completed
O01494,C0044,2025-09-27,Store,Completed
O01495,C0137,2025-03-09,Store,Completed
O01496,C0067,2025-12-13,Store, COMPLETED 
O01497,C0248,2025-02-14, web ,Completed
O01498,C0030,2025-11-07,Online,Completed
O01499,C0051,2025-06-17,Store,Cancelled
O01500,C0183,2025-10-17,Store,Completed
O01501,C0226,2025-12-16,Online,Completed
O01502,C0212,12/12/2025,Online,Completed
O01503,C0158,2025-10-12,Online,Cancelled
O01504,C0102,2025-01-20,Store,Completed
O01505,C0239,2025-02-01,Online,Completed
O01506,C0129,2025-04-17,Online,Completed
O01507,C0236,2025-05-16,Online,Completed
O01508,C0140,2025-11-20, retail ,Completed
O01509,C0007,2025-01-29,Store,Completed
O01510,C0142,2025-11-19,Store,Completed
O01511,C0012,2025-07-05,Online,Completed
O01512,C0073,2025-02-06,Store,Completed
O01513,C0179,2025-01-25,Online,Completed
O01514,C0007,2025-04-06,Store,Completed
O01515,C0265,2025-01-04,Online,Completed
O01516,C0024,2025-02-24,Store,Completed
O01517,C0054,2025-07-26,Online,Completed
O01518,C0012,2025-07-09,Store,Cancelled
O01519,C0156,2025-09-26, web , COMPLETED 
O01520,C0084,2025-12-05,Online,Completed
O01521,C0009,11/09/2025,Store,Cancelled
O01522,C0291,2025-07-03,Store,Completed
O01523,C0142,2025-03-12,Online,Completed
O01524,C0153,2025-04-02,Online,Completed
O01525,C0282,2025-06-14,Online,Completed
O01526,C0279,2025-10-08,Online,Completed
O01527,C0031,2025-08-26,Store,Completed
O01528,C0089,2025-12-02,Online,Completed
O01529,C0036,2025-10-05,Store,Completed
O01530,C0241,2025-04-26, retail ,Cancelled
O01531,C0141,2025-04-14,Online,Completed
O01532,C0278,2025-03-29,Store,Cancelled
O01533,C0211,2025-06-05,Online,Completed
O01534,C0267,2025-07-28,Online,Completed
O01535,C0040,2025-12-23,Online,Completed
O01536,C0285,2025-08-25,Store,Completed
O01537,C0132,2025-07-23,Online,Completed
O01538,C0081,2025-10-16,Store,Completed
O01539,C0149,2025-07-25,Online,Completed
O01540,C0116,10/04/2025,Store,Completed
O01541,C0177,2025-06-25, web ,Completed
O01542,C0184,2025-10-21,Online, COMPLETED 
O01543,C0269,2025-12-04,Store,Completed
O01544,C0221,2025-08-22,Store,Completed
O01545,C0228,2025-05-18,Online,Completed
O01546,C0191,2025-03-07,Online,Completed
O01547,C0197,2025-09-19,Online,Completed
O01548,C0015,2025-11-11,Store,Completed
O01549,C0209,2025-10-02,Online,Completed
O01550,C0109,2025-11-14,Online,Completed
O01551,C0197,2025-08-18,Online,Completed
O01552,C0070,2025-11-23, retail ,Completed
O01553,C0253,2025-10-12,Online,Completed
O01554,C0046,2025-06-02,Online,Completed
O01555,C0104,2025-01-30,Store,Completed
O01556,C0217,2025-02-23,Store,Completed
O01557,C0139,2025-07-04,Online,Completed
O01558,C0257,2025-02-08,Store,Completed
O01559,C0099,03/07/2025,Online,Completed
O01560,C0294,2025-11-11,Online,Completed
O01561,C0047,2025-04-21,Store,Completed
O01562,C0294,2025-04-21,Store,Completed
O01563,C0130,2025-03-12, retail ,Completed
O01564,C0291,2025-06-07,Store,Completed
O01565,C0192,2025-12-04,Store, COMPLETED 
O01566,C0017,2025-07-01,Store,Completed
O01567,C0102,2025-06-28,Store,Completed
O01568,C0027,2025-06-12,Online,Completed
O01569,C0119,2025-08-18,Online,Completed
O01570,C0146,2025-07-15,Store,Completed
O01571,C0092,2025-12-30,Online,Completed
O01572,C0079,2025-11-15,Store,Completed
O01573,C0268,2025-11-01,Online,Completed
O01574,C0294,2025-11-24, web ,Completed
O01575,C0215,2025-11-04,Store,Completed
O01576,C0232,2025-10-14,Store,Cancelled
O01577,C0136,2025-08-19,Store,Completed
O01578,C0047,10/28/2025,Online,Completed
O01579,C0205,2025-03-09,Store,Completed
O01580,C0223,2025-12-03,Store,Completed
O01581,C0203,2025-08-15,Online,Completed
O01582,C0182,2025-08-09,Online,Completed
O01583,C0134,2025-03-25,Online,Completed
O01584,C0240,2025-02-25,Online,Completed
O01585,C0051,2025-11-26, web ,Completed
O01586,C0267,2025-10-22,Store,Completed
O01587,C0141,2025-04-25,Store,Completed
O01588,C0227,2025-02-18,Store, COMPLETED 
O01589,C0026,2025-08-15,Online,Completed
O01590,C0019,2025-01-21,Store,Completed
O01591,C0131,2025-07-18,Online,Completed
O01592,C0212,2025-08-14,Store,Completed
O01593,C0105,2025-05-26,Store,Cancelled
O01594,C0218,2025-09-19,Store,Cancelled
O01595,C0059,2025-06-23,Store,Completed
O01596,C0158,2025-10-24, web ,Completed
O01597,C0031,10/31/2025,Online,Completed
O01598,C0143,2025-02-28,Online,Completed
O01599,C0084,2025-09-28,Store,Completed
O01600,C0233,2025-04-14,Online,Completed
O01601,C0244,2025-05-26,Online,Completed
O01602,C0277,2025-03-26,Store,Completed
O01603,C0157,2025-06-21,Store,Completed
O01604,C0144,2025-06-04,Store,Completed
O01605,C0219,2025-10-26,Online,Completed
O01606,C0175,2025-04-01,Store,Completed
O01607,C0163,2025-05-07, web ,Cancelled
O01608,C0189,2025-10-15,Online,Completed
O01609,C0075,2025-09-02,Store,Completed
O01610,C0080,2025-02-12,Store,Completed
O01611,C0153,2025-05-24,Store, CANCELLED 
O01612,C0054,2025-08-11,Online,Completed
O01613,C0263,2025-09-02,Online,Completed
O01614,C0076,2025-08-24,Store,Completed
O01615,C0080,2025-07-24,Online,Completed
O01616,C0161,09/27/2025,Store,Completed
O01617,C0072,2025-07-18,Store,Completed
O01618,C0119,2025-12-18, web ,Completed
O01619,C0095,2025-02-03,Online,Completed
O01620,C0296,2025-02-17,Store,Completed
O01621,C0134,2025-01-05,Online,Completed
O01622,C0162,2025-12-15,Store,Completed
O01623,C0050,2025-11-15,Store,Completed
O01624,C0116,2025-11-12,Online,Completed
O01625,C0114,2025-01-05,Online,Completed
O01626,C0218,2025-08-14,Store,Completed
O01627,C0274,2025-04-26,Store,Completed
O01628,C0167,2025-01-04,Store,Completed
O01629,C0240,2025-01-14, retail ,Completed
O01630,C0111,2025-06-07,Online,Completed
O01631,C0015,2025-06-04,Store,Completed
O01632,C0087,2025-04-23,Online,Completed
O01633,C0237,2025-02-04,Store,Completed
O01634,C0151,2025-06-25,Store, COMPLETED 
O01635,C0199,04/08/2025,Online,Completed
O01636,C0097,2025-05-03,Online,Completed
O01637,C0221,2025-11-22,Store,Completed
O01638,C0051,2025-09-22,Store,Completed
O01639,C0001,2025-09-30,Store,Completed
O01640,C0071,2025-05-02, retail ,Completed
O01641,C0147,2025-08-29,Online,Completed
O01642,C0219,2025-01-05,Online,Completed
O01643,C0008,2025-06-11,Store,Completed
O01644,C0272,2025-04-14,Store,Completed
O01645,C0224,2025-11-12,Store,Completed
O01646,C0298,2025-01-24,Store,Completed
O01647,C0262,2025-12-21,Store,Cancelled
O01648,C0050,2025-06-28,Online,Completed
O01649,C0043,2025-06-15,Online,Completed
O01650,C0283,2025-08-21,Online,Completed
O01651,C0281,2025-06-08, web ,Completed
O01652,C0273,2025-10-15,Store,Completed
O01653,C0199,2025-01-16,Store,Completed
O01654,C0177,11/19/2025,Online,Completed
O01655,C0244,2025-09-25,Store,Completed
O01656,C0169,2025-12-23,Online,Completed
O01657,C0092,2025-09-28,Online, COMPLETED 
O01658,C0133,2025-01-14,Online,Completed
O01659,C0282,2025-04-15,Store,Completed
O01660,C0167,2025-03-07,Online,Completed
O01661,C0134,2025-02-03,Online,Cancelled
O01662,C0047,2025-09-02, retail ,Completed
O01663,C0298,2025-05-18,Online,Completed
O01664,C0245,2025-01-29,Store,Completed
O01665,C0195,2025-02-25,Online,Completed
O01666,C0224,2025-01-30,Store,Completed
O01667,C0115,2025-04-03,Online,Cancelled
O01668,C0193,2025-03-16,Online,Completed
O01669,C0094,2025-04-22,Store,Completed
O01670,C0291,2025-06-08,Store,Completed
O01671,C0190,2025-05-08,Online,Completed
O01672,C0072,2025-12-14,Store,Completed
O01673,C0152,05/07/2025, retail ,Completed
O01674,C0071,2025-07-17,Store,Completed
O01675,C0080,2025-03-02,Store,Completed
O01676,C0275,2025-12-26,Store,Completed
O01677,C0048,2025-04-12,Online,Completed
O01678,C0087,2025-01-19,Online,Completed
O01679,C0200,2025-09-30,Online,Completed
O01680,C0156,2025-01-26,Online, CANCELLED 
O01681,C0024,2025-02-12,Online,Completed
O01682,C0227,2025-03-14,Online,Completed
O01683,C0154,2025-04-23,Store,Cancelled
O01684,C0206,2025-09-12, web ,Completed
O01685,C0111,2025-04-09,Online,Completed
O01686,C0023,2025-07-07,Online,Completed
O01687,C0139,2025-11-20,Online,Completed
O01688,C0259,2025-07-11,Online,Completed
O01689,C0257,2025-09-12,Online,Completed
O01690,C0140,2025-05-26,Online,Completed
O01691,C0182,2025-01-14,Store,Completed
O01692,C0169,09/08/2025,Online,Completed
O01693,C0128,2025-06-22,Store,Completed
O01694,C0093,2025-10-08,Online,Completed
O01695,C0010,2025-04-29, retail ,Cancelled
O01696,C0240,2025-01-14,Online,Completed
O01697,C0022,2025-06-01,Online,Completed
O01698,C0016,2025-10-06,Online,Completed
O01699,C0066,2025-12-03,Store,Completed
O01700,C0282,2025-11-04,Online,Completed
O01701,C0158,2025-06-18,Store,Cancelled
O01702,C0208,2025-08-15,Online,Completed
O01703,C0071,2025-07-30,Online, COMPLETED 
O01704,C0058,2025-09-20,Online,Completed
O01705,C0169,2025-06-11,Online,Completed
O01706,C0221,2025-05-12, web ,Completed
O01707,C0086,2025-11-23,Online,Completed
O01708,C0062,2025-01-01,Online,Completed
O01709,C0100,2025-12-05,Store,Completed
O01710,C0172,2025-11-27,Online,Completed
O01711,C0275,06/02/2025,Online,Completed
O01712,C0083,2025-03-02,Store,Completed
O01713,C0119,2025-02-04,Store,Completed
O01714,C0285,2025-09-12,Online,Completed
O01715,C0075,2025-12-02,Store,Completed
O01716,C0183,2025-03-09,Online,Completed
O01717,C0180,2025-10-18, web ,Completed
O01718,C0192,2025-04-02,Online,Completed
O01719,C0214,2025-05-09,Online,Completed
O01720,C0268,2025-11-14,Store,Completed
O01721,C0139,2025-01-31,Store,Cancelled
O01722,C0271,2025-12-17,Online,Completed
O01723,C0158,2025-10-01,Online,Completed
O01724,C0254,2025-01-31,Online,Completed
O01725,C0157,2025-12-17,Online,Completed
O01726,C0245,2025-09-08,Online, COMPLETED 
O01727,C0149,2025-04-01,Store,Completed
O01728,C0262,2025-05-05, retail ,Completed
O01729,C0133,2025-02-13,Store,Completed
O01730,C0077,06/20/2025,Store,Completed
O01731,C0202,2025-08-25,Store,Completed
O01732,C0182,2025-03-18,Store,Completed
O01733,C0192,2025-08-27,Online,Completed
O01734,C0172,2025-07-29,Online,Completed
O01735,C0299,2025-02-13,Online,Completed
O01736,C0192,2025-02-27,Online,Completed
O01737,C0286,2025-05-11,Online,Completed
O01738,C0212,2025-03-11,Store,Completed
O01739,C0293,2025-10-09, retail ,Completed
O01740,C0168,2025-03-17,Store,Completed
O01741,C0184,2025-03-22,Online,Completed
O01742,C0214,2025-09-24,Store,Completed
O01743,C0226,2025-06-15,Store,Completed
O01744,C0191,2025-07-22,Online,Completed
O01745,C0101,2025-05-06,Store,Cancelled
O01746,C0237,2025-05-04,Store,Completed
O01747,C0138,2025-07-09,Store,Completed
O01748,C0215,2025-09-09,Online,Cancelled
O01749,C0265,05/24/2025,Online, CANCELLED 
O01750,C0124,2025-11-23, retail ,Completed
O01751,C0041,2025-06-28,Store,Completed
O01752,C0267,2025-07-06,Store,Completed
O01753,C0227,2025-09-20,Online,Completed
O01754,C0287,2025-12-18,Store,Completed
O01755,C0232,2025-06-30,Online,Completed
O01756,C0202,2025-11-30,Online,Completed
O01757,C0127,2025-05-10,Store,Completed
O01758,C0167,2025-12-20,Store,Cancelled
O01759,C0288,2025-11-05,Store,Completed
O01760,C0174,2025-10-08,Online,Completed
O01761,C0058,2025-01-17, retail ,Completed
O01762,C0141,2025-07-10,Online,Completed
O01763,C0293,2025-04-18,Store,Completed
O01764,C0127,2025-02-18,Online,Completed
O01765,C0097,2025-01-15,Online,Completed
O01766,C0022,2025-02-09,Store,Cancelled
O01767,C0131,2025-09-03,Store,Completed
O01768,C0300,03/05/2025,Online,Completed
O01769,C0270,2025-09-15,Online,Completed
O01770,C0292,2025-01-17,Online,Completed
O01771,C0086,2025-11-25,Store,Completed
O01772,C0108,2025-11-17, retail , COMPLETED 
O01773,C0283,2025-07-13,Online,Completed
O01774,C0138,2025-05-21,Online,Completed
O01775,C0265,2025-01-01,Online,Completed
O01776,C0288,2025-01-09,Online,Completed
O01777,C0098,2025-12-27,Store,Completed
O01778,C0201,2025-09-15,Online,Completed
O01779,C0297,2025-03-10,Online,Completed
O01780,C0245,2025-11-24,Store,Completed
O01781,C0074,2025-12-09,Store,Completed
O01782,C0119,2025-08-01,Store,Completed
O01783,C0016,2025-06-19, web ,Completed
O01784,C0233,2025-08-28,Online,Completed
O01785,C0097,2025-01-29,Store,Completed
O01786,C0055,2025-10-20,Store,Completed
O01787,C0289,11/12/2025,Store,Completed
O01788,C0244,2025-05-11,Online,Completed
O01789,C0029,2025-09-24,Online,Completed
O01790,C0082,2025-04-07,Online,Completed
O01791,C0204,2025-12-20,Store,Completed
O01792,C0031,2025-11-15,Store,Completed
O01793,C0088,2025-03-05,Store,Completed
O01794,C0022,2025-08-28, web ,Completed
O01795,C0183,2025-10-27,Store, COMPLETED 
O01796,C0279,2025-01-29,Online,Cancelled
O01797,C0293,2025-08-09,Online,Completed
O01798,C0262,2025-08-21,Online,Completed
O01799,C0288,2025-10-24,Store,Completed
O01800,C0194,2025-02-13,Online,Completed
O00001,C0188,03/25/2025, retail , COMPLETED 
O00002,C0231,2025-08-29,Store,Completed
O00003,C0023,2025-08-08,Store,Completed
O00004,C0237,2025-11-13,Store,Completed
O00005,C0270,2025-10-16,Store,Completed
O00006,C0253,2025-10-14,Online,Cancelled
O00007,C0228,2025-11-09,Online,Completed
O00008,C0010,2025-03-17,Online,Completed
O00009,C0286,2025-11-04,Online,Completed
O00010,C0109,2025-07-03,Store,Completed
O00011,C0280,2025-10-20,Store,Completed
O00012,C0293,2025-12-02, web ,Completed
OX0001,C0188,2025-02-30,Store,Completed
